어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
성심어린이집,경기도,시흥시,가정,19,4,"경기도 시흥시 정왕신길로 141 103동 106호(정왕동, 아주)",031-503-6749,,,,,Y,,2016-12-31
샤론어린이집,경기도,시흥시,가정,16,3,"경기도 시흥시 정왕신길로111번길 8 109동 105호(정왕동, 한신공영)",031-432-4137,,,,,Y,,2016-12-31
샛별어린이집,경기도,시흥시,가정,19,7,"경기도 시흥시 정왕대로143번길 8 511동 101호(정왕동, 주공5차아파트)",031-319-5760,,,,,Y,,2016-12-31
색동어린이집,경기도,시흥시,가정,20,4,"경기도 시흥시 중심상가로 13 6308동 102호(정왕동, 대림1차아파트)",031-319-7270,,,,,Y,,2016-12-31
계룡해솔어린이집,경기도,시흥시,민간,27,5,경기도 시흥시 정왕대로28번길 8 계룡2차아파트 관리동1층 어린이집,031-432-1980,,,,,Y,,2016-12-31
건영어린이집,경기도,시흥시,민간,35,9,경기도 시흥시 중심상가로 285 건영1차 아파트 관리동 1층,031-497-0963,,,,,Y,,2016-12-31
거모무지개어린이집,경기도,시흥시,가정,17,7,"경기도 시흥시 군자로466번길 82-1 경기도 시흥시 군자로466번길82-1, 102호(거모동,주신맨션)",031-491-0889,,,,,Y,,2016-12-31
가람 어린이집,경기도,시흥시,가정,19,3,"경기도 시흥시 진말로 46 108동 103호(장곡동, 진말삼환한진1차아파트)",031-317-8476,,,,,Y,,2016-12-31
쏠티어린이집,경기도,시흥시,민간,25,5,경기도 시흥시 마유로423번길 24-9,031-498-2004,,,,,Y,,2016-12-31
한일생각나무어린이집,경기도,시흥시,민간,28,5,"경기도 시흥시 정왕대로53번길 29 라동 1층(정왕동, 한일아파트)",031-431-1403,,,,,Y,,2016-12-31
한마음어린이집,경기도,시흥시,가정,20,5,경기도 시흥시 정왕천로369번길 5 (정왕동),031-431-3161,,,,,Y,,2016-12-31
새영남어린이집,경기도,시흥시,민간,27,5,경기도 시흥시 옥구천동로 420 영남2차아파트관리동 새영남어린이집,031-497-6007,,,,,Y,,2016-12-31
온누리어린이집,경기도,시흥시,민간,36,6,경기도 시흥시 시흥대로1074번길 26 (은행동),031-315-1965,,,,,Y,,2016-12-31
은선예능어린이집,경기도,시흥시,민간,27,4,경기도 시흥시 옥구천동로374번길 68 주공아파트 5단지 관리동,031-433-1471,,,,,Y,,2016-12-31
우리사랑어린이집,경기도,시흥시,가정,19,3,"경기도 시흥시 정왕대로143번길 8 506동 104호(정왕동, 주공5차아파트)",031-431-9593,,,,,Y,,2016-12-31
월곶자연어린이집,경기도,시흥시,민간,159,19,경기도 시흥시 월곶중앙로 89 월곶자연어린이집 (월곶동),031-435-5656,,,,,Y,,2016-12-31
우리또래어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 옥구천동로 449 108동 101호(정왕동, 부성파스텔아파트)",031-434-6761,,,,,Y,,2016-12-31
왕눈이어린이집,경기도,시흥시,민간,96,17,경기도 시흥시 오이도로135번길 7 (정왕동),031-498-1364,,,,,Y,,2016-12-31
새봄어린이집,경기도,시흥시,민간,85,14,경기도 시흥시 대야로 44 새봄어린이집 (대야동),031-313-3098,,,,,Y,,2016-12-31
크니크니 어린이집,경기도,시흥시,가정,17,6,"경기도 시흥시 옥구천동로 402 114동 101호(정왕동, 월드)",031-504-3344,,,,,N,,2016-12-31
오이도초록별어린이집,경기도,시흥시,민간,29,9,경기도 시흥시 오이도로135번길 69 301호,031-319-9898,,,,,Y,,2016-12-31
예은건영어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 중심상가로 247 511동 104호(정왕동, 시화평안마을건영5차아파트)",031-434-3369,,,,,Y,,2016-12-31
예삐어린이집,경기도,시흥시,가정,17,7,"경기도 시흥시 황고개로206번길 43 102동 104호(거모동, 유호아파트)",031-494-0402,,,,,Y,,2016-12-31
벧엘어린이집,경기도,시흥시,가정,19,6,"경기도 시흥시 중심상가로 345 906동 101호(정왕동, 유천)",031-504-4801,,,,,Y,,2016-12-31
바다의별어린이집,경기도,시흥시,민간,31,6,경기도 시흥시 진말로 36 진말대우우성아파트 관리동 1층,031-503-8442,,,,,Y,,2016-12-31
미주오르다어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 정왕신길로49번길 26 102동 103호(정왕동, 미주아파트)",031-432-2798,,,,,Y,,2016-12-31
미소지니어린이집,경기도,시흥시,가정,19,6,"경기도 시흥시 정왕대로28번길 8 202동 101호(정왕동, 계룡2차아파트)",031-504-8974,,,,,Y,,2016-12-31
키즈빌 어린이집,경기도,시흥시,가정,20,9,"경기도 시흥시 승지로 7 1208동 103호 (신안인스빌아파트, 능곡동)",031-435-9073,,,,,N,,2016-12-31
풍림프뢰벨어린이집,경기도,시흥시,가정,20,7,"경기도 시흥시 월곶중앙로14번길 87 201동 101호(월곶동, 월곶동풍림2차아파트)",031-317-1616,,,,,N,,2016-12-31
잼잼어린이집,경기도,시흥시,민간,21,9,경기도 시흥시 하중로125번길 5 (하중동),031-435-0668,,,,,Y,,2016-12-31
재능스쿨어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 중심상가로 73 115동 104호(정왕동, 요진)",031-431-9082,,,,,Y,,2016-12-31
장현어린이집,경기도,시흥시,민간,49,9,경기도 시흥시 시청로 74 107호,031-404-2023,,,,,Y,,2016-12-31
장곡해피아이어린이집,경기도,시흥시,민간,31,7,경기도 시흥시 진말로 10 대우3차 관리동 1층,031-317-1455,,,,,Y,,2016-12-31
작은소나무어린이집,경기도,시흥시,가정,19,10,"경기도 시흥시 시흥대로1073번길 39 101동 103호(신천동, 우남한신아파트)",031-313-3530,,,,,Y,,2016-12-31
자연사랑어린이집,경기도,시흥시,민간,27,8,경기도 시흥시 진말로 46 관리동1층 자연사랑어린이집,031-317-8164,,,,,Y,,2016-12-31
자연과아이들어린이집,경기도,시흥시,가정,19,6,"경기도 시흥시 황고개로206번길 43 101동 102호(거모동, 유호)",031-491-9047,,,,,Y,,2016-12-31
이튼어린이집,경기도,시흥시,민간,138,18,경기도 시흥시 도일로123번길 23-1,031-493-6631,,,,,Y,,2016-12-31
이든샘어린이집,경기도,시흥시,가정,20,4,"경기도 시흥시 정왕신길로49번길 39 111동 101호(정왕동, 서해1차아파트)",031-319-0405,,,,,Y,,2016-12-31
은혜어린이집,경기도,시흥시,민간,96,11,경기도 시흥시 신천로19번안길 8 (신천동),031-313-0798,,,,,Y,,2016-12-31
지혜와꿈의세상어린이집,경기도,시흥시,민간,184,30,경기도 시흥시 함송로13번길 10,031-433-1713,,,,,Y,,2016-12-31
주아뜰어린이집,경기도,시흥시,가정,15,5,"경기도 시흥시 군자로 319 103동 101호(거모동, 동보)",031-434-4243,,,,,Y,,2016-12-31
주공예능어린이집,경기도,시흥시,민간,39,4,경기도 시흥시 정왕대로53번길 7 정왕동 주공1단지 아파트,031-433-2535,,,,,Y,,2016-12-31
종이나라어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 정왕신길로111번길 8 107동 104호(정왕동, 한신공영)",031-498-2571,,,,,Y,,2016-12-31
조이조이어린이집,경기도,시흥시,가정,20,4,"경기도 시흥시 역전로 375-8 109동 101호(정왕동, 화성아파트)",070-4113-6040,,,,,Y,,2016-12-31
다정한어린이집,경기도,시흥시,민간,27,5,경기도 시흥시 매화로 145 에이스아파트 관리동1층,031-315-3515,,,,,N,,2016-12-31
다우리키즈어린이집,경기도,시흥시,가정,13,4,"경기도 시흥시 은행로 210 203동 105호(대야동, 우성아파트)",031-312-4757,,,,,N,,2016-12-31
노리터어린이집,경기도,시흥시,민간,24,3,경기도 시흥시 정왕대로143번길 32 주공4단지 아파트 관리동,031-319-9884,,,,,N,,2016-12-31
네이처하임어린이집,경기도,시흥시,민간,69,13,"경기도 시흥시 수풀안길 19-27 관리동 1층(조남동, 네이처하임아파트)",031-414-1927,,,,,N,,2016-12-31
꿈터어린이집,경기도,시흥시,가정,19,4,"경기도 시흥시 군자로 319 106동 102호(거모동, 동보)",031-432-8047,,,,,N,,2016-12-31
꿈사랑어린이집,경기도,시흥시,가정,19,7,"경기도 시흥시 신현로38번길 23 101동 114호(포동, 태산아파트)",031-315-9924,,,,,N,,2016-12-31
꿈그린어린이집,경기도,시흥시,가정,16,11,"경기도 시흥시 은행로 208 202동 106호(대야동, 우성2차아파트)",031-311-7071,,,,,N,,2016-12-31
꾸러기어린이집,경기도,시흥시,가정,14,3,"경기도 시흥시 월곶해안로 87 113동 106호(월곶동, 진주마을월곶풍림아이원1차아파트)",031-318-3430,,,,,N,,2016-12-31
금빛몬테소리어린이집,경기도,시흥시,가정,17,5,"경기도 시흥시 중심상가로 286 120동 106호(정왕동, 두산)",031-498-2966,,,,,N,,2016-12-31
금강어린이집,경기도,시흥시,민간,30,6,경기도 시흥시 정왕대로266번길 4 금강 관리동내,031-431-2177,,,,,N,,2016-12-31
극동아이숲어린이집,경기도,시흥시,가정,16,3,경기도 시흥시 소래산길 6 102동 104호(대야동),031-314-5505,,,,,N,,2016-12-31
귀여운어린이집,경기도,시흥시,가정,16,5,"경기도 시흥시 시청로 59 509동 101호(장현동, 새재마을대동5단지아파트)",031-435-5179,,,,,N,,2016-12-31
계룡삐아제어린이집,경기도,시흥시,민간,28,5,경기도 시흥시 중심상가로 125 계룡아파트 관리동 1층,031-433-3737,,,,,N,,2016-12-31
시립신현어린이집,경기도,시흥시,국공립,67,10,경기도 시흥시 신현로 52 시립신현어린이집,031-315-4850,,,,,N,,2016-12-31
아가교실어린이집,경기도,시흥시,가정,16,3,"경기도 시흥시 신현로38번길 15 102동 112호(포동, 태산아파트)",031-503-7279,,,,,N,,2016-12-31
써머힐어린이집,경기도,시흥시,가정,16,3,"경기도 시흥시 하중로 135 114동 102호(하중동, 관곡마을성원아파트)",031-317-2607,,,,,N,,2016-12-31
시흥시청어린이집,경기도,시흥시,직장,48,11,경기도 시흥시 시청로 20,031-310-2794,,,,,N,,2016-12-31
시립종합복지어린이집,경기도,시흥시,국공립,70,12,경기도 시흥시 은행로173번길 14 (대야동),031-311-3751,,,,,N,,2016-12-31
시립정왕본동어린이집,경기도,시흥시,국공립,71,15,경기도 시흥시 오동마을로6번안길 17 (정왕동),031-319-7934,,,,,N,,2016-12-31
시립정왕보듬이나눔이어린이집,경기도,시흥시,국공립,137,22,경기도 시흥시 경기과기대로 283,031-431-9555,,,,,N,,2016-12-31
시립정왕2동어린이집,경기도,시흥시,국공립,67,9,경기도 시흥시 정왕대로118번길 5 (정왕동),031-432-0660,,,,,N,,2016-12-31
시립정왕1동어린이집,경기도,시흥시,국공립,68,12,경기도 시흥시 큰솔로27번길 2 (정왕동),031-432-0220,,,,,N,,2016-12-31
시립장곡어린이집,경기도,시흥시,국공립,68,10,경기도 시흥시 장곡로70번길 11-8,031-404-5061,,,,,N,,2016-12-31
시립월곶어린이집,경기도,시흥시,국공립,75,12,경기도 시흥시 월곶해안로161번길 7 (월곶동),031-317-5115,,,,,N,,2016-12-31
시립아이들세상어린이집,경기도,시흥시,국공립,62,9,경기도 시흥시 은행로 88,031-312-9222,,,,,N,,2016-12-31
현진어린이집,경기도,시흥시,민간,103,15,경기도 시흥시 대골길 35-1,031-315-3800,,,,,Y,,2016-12-31
향기어린이집,경기도,시흥시,민간,35,6,"경기도 시흥시 함송로 61 1877동 5호(정왕동, 보성아파트)",031-431-1382,,,,,Y,,2016-12-31
행복숲어린이집,경기도,시흥시,민간,48,12,경기도 시흥시 한우물로 50,031-491-6421,,,,,Y,,2016-12-31
해피아이어린이집,경기도,시흥시,가정,19,6,"경기도 시흥시 정왕신길로49번길 26 109동 101호(정왕동, 미주아파트)",070-4229-5353,,,,,Y,,2016-12-31
해온비어린이집,경기도,시흥시,가정,16,7,경기도 시흥시 정왕신길로139번길 16 영남아파트 409-101,031-433-4302,,,,,Y,,2016-12-31
해솔어린이집,경기도,시흥시,민간,29,7,경기도 시흥시 하중로221번길 10 (하중동),031-318-4559,,,,,Y,,2016-12-31
해사랑어린이집,경기도,시흥시,민간,34,4,경기도 시흥시 하중로221번길 16 (하중동),031-404-7779,,,,,Y,,2016-12-31
해빛어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 관곡지로 222 319동 102호(하상동, 삼호아파트)",031-317-8846,,,,,Y,,2016-12-31
해맑은꿈어린이집,경기도,시흥시,가정,20,7,"경기도 시흥시 수인로2431번길 13 101동 102호(논곡동, 산호아파트)",031-403-8449,,,,,Y,,2016-12-31
해뜨는어린이집,경기도,시흥시,민간,34,6,경기도 시흥시 중심상가로 74 대림2차 관리동내,031-432-7272,,,,,Y,,2016-12-31
늘푸른어린이집,경기도,시흥시,민간,32,8,경기도 시흥시 비둘기공원7길 27 서해아파트 관리동 1층,031-311-5025,,,,,Y,,2016-12-31
늘새롬어린이집,경기도,시흥시,민간,30,4,경기도 시흥시 정왕신길로49번길 19 관리동,031-431-4625,,,,,Y,,2016-12-31
노랑어린이집,경기도,시흥시,민간,28,9,경기도 시흥시 군서마을로 14 (정왕동),031-498-9106,,,,,Y,,2016-12-31
나무어린이집,경기도,시흥시,민간,122,17,경기도 시흥시 수인로2421번길 26 (논곡동),031-480-6068,,,,,Y,,2016-12-31
나래어린이집,경기도,시흥시,가정,18,6,"경기도 시흥시 정왕대로298번길 6 105동 101호(정왕동, 대우)",031-507-6121,,,,,Y,,2016-12-31
꿈쟁이어린이집,경기도,시흥시,민간,30,5,경기도 시흥시 옥구천동로 399 경기도 시흥시 옥구천동로 399 관리동1층,031-498-7995,,,,,Y,,2016-12-31
꿈자람어린이집,경기도,시흥시,민간,36,8,경기도 시흥시 월곶중앙로 11 풍림3차 관리동 1층 (월곶동),031-435-1003,,,,,Y,,2016-12-31
꿈이있는어린이집,경기도,시흥시,민간,32,7,"경기도 시흥시 정왕대로28번길 28 관리동(정왕동, 동보아파트)",031-497-9926,,,,,Y,,2016-12-31
꿈바다어린이집,경기도,시흥시,가정,15,5,경기도 시흥시 오이도1길 36 101호,031-432-6954,,,,,Y,,2016-12-31
꿈나무어린이집,경기도,시흥시,가정,20,7,경기도 시흥시 정왕대로28번길 5 대림아파트 6304-101,031-499-3935,,,,,Y,,2016-12-31
시립신천어린이집,경기도,시흥시,국공립,49,8,경기도 시흥시 신천로79번길 6,031-311-9590,,,,,N,,2016-12-31
시립산업단지어린이집,경기도,시흥시,국공립,77,13,경기도 시흥시 공단1대로259번길 9 (정왕동),031-433-0990,,,,,N,,2016-12-31
시립배곧SK어린이집,경기도,시흥시,국공립,44,9,"경기도 시흥시 배곧3로 27-7 시립배곧sk어린이집(정왕동, sk뷰 아파트)",031-434-7901,,,,,N,,2016-12-31
시립목감7단지어린이집,경기도,시흥시,국공립,60,8,경기도 시흥시 목감중앙로 20,031-405-7173,,,,,N,,2016-12-31
시립대야어린이집,경기도,시흥시,국공립,66,12,경기도 시흥시 복지로 37 (대야동),031-318-2300,,,,,N,,2016-12-31
소리아이어린이집,경기도,시흥시,가정,16,6,"경기도 시흥시 은행로 120 102동 104호(은행동, 대우그린1차아파트)",031-311-3301,,,,,N,,2016-12-31
시립능곡주공7단지어린이집,경기도,시흥시,국공립,25,5,경기도 시흥시 승지로 36 택지지구7블럭(능곡동),031-317-7897,,,,,N,,2016-12-31
시립능곡주공13단지어린이집,경기도,시흥시,국공립,25,6,경기도 시흥시 시흥대로268번길 51 휴먼시아 13단지 시립능곡13단지어린이집,031-317-1311,,,,,N,,2016-12-31
시립군자어린이집,경기도,시흥시,국공립,85,15,경기도 시흥시 도일로92번길 9-12 시립군자어린이집 (거모동),031-494-5268,,,,,N,,2016-12-31
숲속영재어린이집,경기도,시흥시,가정,20,7,"경기도 시흥시 장곡로53번길 10 204동 101호(장곡동, 숲속마을1단지아파트)",031-317-3229,,,,,N,,2016-12-31
숲속마을어린이집,경기도,시흥시,민간,39,6,"경기도 시흥시 장곡로53번길 10 관리동 1층 (장곡동, 숲속마을아파트)",031-317-9790,,,,,N,,2016-12-31
숲속뜰어린이집,경기도,시흥시,민간,45,5,경기도 시흥시 하상로 36 금호아파트 관리동 2층,031-317-4088,,,,,N,,2016-12-31
숲속2단지어린이집,경기도,시흥시,민간,32,8,경기도 시흥시 인선길 63 숲속마을아파트 관리동,031-318-5225,,,,,N,,2016-12-31
소리어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 장곡로53번길 10 217동 101호(장곡동, 숲속마을아파트)",031-507-5402,,,,,N,,2016-12-31
해담솔어린이집,경기도,시흥시,민간,33,4,경기도 시흥시 함송로14번길 25 1층,031-498-9908,,,,,Y,,2016-12-31
꼬마천사어린이집,경기도,시흥시,가정,20,7,"경기도 시흥시 옥구천동로374번길 7 308동 101호(정왕동, 주공3차아파트)",031-507-3059,,,,,Y,,2016-12-31
꼬마또래어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 진말로 10 124동 101호(장곡동, 연성대우3차아파트)",031-318-9257,,,,,Y,,2016-12-31
금호어린이집,경기도,시흥시,가정,20,4,"경기도 시흥시 하상로 36 304동 106호(하상동, 연꽃마을금호타운3단지아파트)",031-317-2444,,,,,Y,,2016-12-31
그림나라어린이집,경기도,시흥시,민간,39,8,"경기도 시흥시 검바위2로 30 경기도 시흥시 검바위2로 30, 203호(은행동 성광빌딩)",031-311-2614,,,,,Y,,2016-12-31
광개토어린이집,경기도,시흥시,민간,84,12,경기도 시흥시 신천로100번안길 13  -1,031-311-4685,,,,,Y,,2016-12-31
공단선교어린이집,경기도,시흥시,민간,90,15,경기도 시흥시 군서로 37 (정왕동),031-497-2221,,,,,Y,,2016-12-31
고합딩동댕어린이집,경기도,시흥시,가정,19,5,"경기도 시흥시 정왕신길로49번길 7 107동 102호(정왕동, 고합아파트)",031-507-4312,,,,,Y,,2016-12-31
소담어린이집,경기도,시흥시,가정,16,4,"경기도 시흥시 역전로 351 304동 101호(정왕동, 영남3차아파트)",031-497-1250,,,,,Y,,2016-12-31
세종신나는어린이집,경기도,시흥시,가정,20,4,"경기도 시흥시 함송로29번길 54 101동 101호(정왕동, 세종1차아파트)",031-319-6679,,,,,Y,,2016-12-31
세나어린이집,경기도,시흥시,가정,18,6,경기도 시흥시 군자로466번길 95 타워빌리지 104호 (거모동),031-491-9959,,,,,Y,,2016-12-31
성심예아뜨어린이집,경기도,시흥시,민간,120,18,경기도 시흥시 매화1로32번길 22 (매화동),031-316-0400,,,,,Y,,2016-12-31
선화어린이집,경기도,시흥시,사회복지법인,21,12,경기도 시흥시 신흥마을4길 16-4,031-315-1335,,,,,Y,,2016-12-31
서해EQ어린이집,경기도,시흥시,민간,27,6,경기도 시흥시 정왕신길로49번길 37 서해 1차 아파트 관리동,031-431-8636,,,,,Y,,2016-12-31
샬롬어린이집,경기도,시흥시,가정,19,6,"경기도 시흥시 정왕대로28번길 5 6312동 101호(정왕동, 대림1차아파트)",031-433-8917,,,,,Y,,2016-12-31
생각이크는아이들어린이집,경기도,시흥시,가정,20,6,경기도 시흥시 중심상가로 73 요진아파트121동101호,031-434-1130,,,,,Y,,2016-12-31
샘솟는정원어린이집,경기도,시흥시,가정,20,5,"경기도 시흥시 옥구천서로373번길 7 111동 106호(정왕동, 신호새피앙아파트)",031-506-6033,,,,,Y,,2016-12-31
새예솔어린이집,경기도,시흥시,민간,244,23,경기도 시흥시 봉우순환로 117-7,031-432-1144,,,,,Y,,2016-12-31
석광어린이집,경기도,시흥시,가정,13,2,"경기도 시흥시 포도원로79번길 2-9 B동 101호(신천동, 신성아트빌12차)",070-7536-6686,,,,,N,,2016-12-31
봄소리어린이집,경기도,시흥시,민간,34,5,경기도 시흥시 매화1로 17 (매화동),031-315-3150,,,,,Y,,2016-12-31
봄봄어린이집,경기도,시흥시,가정,17,5,"경기도 시흥시 정왕대로28번길 4 220동 106호(정왕동, 계룡2차아파트)",031-431-3736,,,,,Y,,2016-12-31
보물단지어린이집,경기도,시흥시,가정,19,5,"경기도 시흥시 상직길 4 201동 106호(하상동, 태평아파트)",031-318-5480,,,,,Y,,2016-12-31
고은어린이집,경기도,시흥시,민간,60,10,경기도 시흥시 군서로18번길 19 (정왕동),031-432-7758,,,,,Y,,2016-12-31
고은별Art어린이집,경기도,시흥시,민간,184,19,경기도 시흥시 상직길 47 (하상동),031-317-4645,,,,,Y,,2016-12-31
경남예성어린이집,경기도,시흥시,가정,19,6,"경기도 시흥시 시흥대로 1119-3 101동 102호(신천동, 경남아너스빌아파트)",031-314-5688,,,,,Y,,2016-12-31
시흥아이사랑어린이집,경기도,시흥시,민간,49,8,경기도 시흥시 비둘기공원2길 4 (대야동),031-318-1771,,,,,Y,,2016-12-31
거모베베어린이집,경기도,시흥시,가정,13,3,"경기도 시흥시 군자로465번안길 10 A동 102호(거모동, 그린나래빌)",031-491-8661,,,,,Y,,2016-12-31
강산어린이집,경기도,시흥시,민간,50,8,경기도 시흥시 관곡지로 266 (하상동),031-317-2710,,,,,Y,,2016-12-31
쑥쑥예능어린이집,경기도,시흥시,가정,20,6,경기도 시흥시 봉우재로61번길 14-3,031-498-1314,,,,,Y,,2016-12-31
썸머힐시흥어린이집,경기도,시흥시,민간,213,26,경기도 시흥시 도일로112번길 12 (거모동),031-495-2007,,,,,Y,,2016-12-31
신천예뜰어린이집,경기도,시흥시,민간,66,9,경기도 시흥시 시흥대로 1119-11,031-404-0810,,,,,Y,,2016-12-31
신일어린이집,경기도,시흥시,민간,25,6,경기도 시흥시 시흥대로1073번길 4-2,031-314-5835,,,,,Y,,2016-12-31
신동아어린이집,경기도,시흥시,민간,37,6,경기도 시흥시 정왕대로27번길 29 신동아 아파트 1단지 관리동 2층,031-497-2616,,,,,Y,,2016-12-31
신기한어린이집,경기도,시흥시,가정,19,4,"경기도 시흥시 정왕대로27번길 29 207동 102호(정왕동, 신동아아파트)",031-432-1481,,,,,Y,,2016-12-31
시흥어린이집,경기도,시흥시,민간,65,12,경기도 시흥시 복지로63번길 13-1,031-313-5433,,,,,Y,,2016-12-31
해나라어린이집,경기도,시흥시,가정,19,5,"경기도 시흥시 정왕대로53번길 7 118동 102호(정왕동, 주공1차아파트)",031-509-2080,,,,,Y,,2016-12-31
한올어린이집,경기도,시흥시,민간,84,9,경기도 시흥시 복지로43번길 32-7,031-311-0349,,,,,Y,,2016-12-31
한솔어린이집,경기도,시흥시,민간,80,13,경기도 시흥시 정왕천로431번길 4-1,031-431-1004,,,,,Y,,2016-12-31
한결사랑어린이집,경기도,시흥시,민간,75,9,경기도 시흥시 시청로72번길 11-1,031-317-3393,,,,,Y,,2016-12-31
하담어린이집,경기도,시흥시,민간,102,17,경기도 시흥시 월곶중앙로 91-1,031-316-0701,,,,,Y,,2016-12-31
새싹어린이집,경기도,시흥시,민간,95,16,경기도 시흥시 신천8길 37-10,031-311-7575,,,,,Y,,2016-12-31
미래클어린이집,경기도,시흥시,가정,15,4,"경기도 시흥시 도일로112번안길 22 101동 107호(거모동, 동원아파트)",031-494-2204,,,,,Y,,2016-12-31
삼성어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 정왕신길로139번길 5 109동 103호(정왕동, 삼성아파트)",070-8200-3030,,,,,Y,,2016-12-31
삼성새사랑어린이집,경기도,시흥시,민간,38,6,경기도 시흥시 인선길 77 삼성아파트관리동어린이집,031-317-4928,,,,,Y,,2016-12-31
산들어린이집,경기도,시흥시,민간,69,12,경기도 시흥시 군서로36번길 15-1,031-498-7488,,,,,Y,,2016-12-31
사회복지법인 크레용어린이집,경기도,시흥시,사회복지법인,87,14,경기도 시흥시 시청로72번길 15-2 크레용 어린이집 (장현동),031-317-6900,,,,,Y,,2016-12-31
풍림예일어린이집,경기도,시흥시,민간,139,21,경기도 시흥시 월곶중앙로70번길 3 풍림1차아파트내 복지관,031-318-0987,,,,,Y,,2016-12-31
하늘채어린이집,경기도,시흥시,민간,99,10,경기도 시흥시 군서로54번길 18 (정왕동),031-319-9114,,,,,Y,,2016-12-31
하늘별어린이집,경기도,시흥시,가정,16,6,"경기도 시흥시 함송로 35 105동 101호(정왕동, 문영센스빌아파트)",031-506-3940,,,,,Y,,2016-12-31
하늘바다어린이집,경기도,시흥시,가정,19,4,"경기도 시흥시 정왕대로53번길 29 117동 102호(정왕동, 한일아파트)",031-431-5851,,,,,Y,,2016-12-31
하늘땅어린이집,경기도,시흥시,가정,20,8,"경기도 시흥시 정왕신길로49번길 19 210동 102호(정왕동, 서해2차아파트)",031-503-6967,,,,,Y,,2016-12-31
하나둘셋어린이집,경기도,시흥시,가정,20,7,"경기도 시흥시 옥구천동로374번길 7 307동 101호(정왕동, 주공3차아파트)",031-434-5005,,,,,Y,,2016-12-31
피카소어린이집,경기도,시흥시,민간,78,14,경기도 시흥시 군서로14번길 20-1,031-503-0022,,,,,Y,,2016-12-31
푸른어린이집,경기도,시흥시,민간,69,9,경기도 시흥시 신천로79번길 24-1,031-318-0400,,,,,Y,,2016-12-31
푸른솔어린이집,경기도,시흥시,민간,173,22,경기도 시흥시 군서로46번길 14-1,031-431-2203,,,,,Y,,2016-12-31
키움어린이집,경기도,시흥시,민간,74,9,경기도 시흥시 장곡로70번길 3-4,031-435-3377,,,,,Y,,2016-12-31
퍼니빌어린이집,경기도,시흥시,가정,20,5,"경기도 시흥시 승지로 88 304동 101호(능곡동, 현진에버빌아파트)",031-435-9115,,,,,Y,,2016-12-31
파랑새몬테소리어린이집,경기도,시흥시,민간,41,7,경기도 시흥시 호현로34번안길 16 (대야동),031-314-4224,,,,,Y,,2016-12-31
태평몬테소리어린이집,경기도,시흥시,민간,42,5,경기도 시흥시 상직길 4 태평아파트 관리동3층,031-317-6164,,,,,Y,,2016-12-31
킨더가든어린이집,경기도,시흥시,민간,75,12,경기도 시흥시 동서로1051번안길 6-2,031-403-3949,,,,,Y,,2016-12-31
키즈아트어린이집,경기도,시흥시,가정,20,4,"경기도 시흥시 정왕신길로49번길 37 115동 101호(정왕동, 서해1차아파트)",031-497-5172,,,,,Y,,2016-12-31
키즈베베어린이집,경기도,시흥시,가정,19,6,"경기도 시흥시 옥구천동로 399 201동 102호(정왕동, 건영아파트)",031-504-7270,,,,,Y,,2016-12-31
큰별어린이집,경기도,시흥시,민간,120,14,경기도 시흥시 장곡로54번길 43-3,031-317-4044,,,,,Y,,2016-12-31
크레파스어린이집,경기도,시흥시,가정,20,5,"경기도 시흥시 함송로29번길 51 1310동 101호(정왕동, 대림4차아파트)",031-507-9141,,,,,Y,,2016-12-31
칼비테어린이집,경기도,시흥시,민간,78,10,경기도 시흥시 도일로135번길 24,031-491-2820,,,,,Y,,2016-12-31
초아어린이집,경기도,시흥시,가정,20,5,"경기도 시흥시 매화우회로 63 101동 111호(매화동, 금강1차아파트)",031-315-3943,,,,,Y,,2016-12-31
청솔어린이집,경기도,시흥시,민간,36,5,"경기도 시흥시 중심상가로 128 (정왕동,청솔아파트) 청솔어린이집",031-433-8267,,,,,Y,,2016-12-31
초록어린이집,경기도,시흥시,가정,16,6,"경기도 시흥시 함송로 35 110동 106호(정왕동, 문영센스빌아파트)",031-499-0334,,,,,Y,,2016-12-31
천성어린이집,경기도,시흥시,민간,39,7,경기도 시흥시 신천6길 6-1,031-315-7847,,,,,Y,,2016-12-31
천사몬테소리어린이집,경기도,시흥시,민간,300,24,경기도 시흥시 역전로302번길 8-1,031-431-1777,,,,,Y,,2016-12-31
책보고놀자 어린이집,경기도,시흥시,가정,20,4,경기도 시흥시 섬말길 44 (장곡동),031-404-2496,,,,,Y,,2016-12-31
참좋은어린이집,경기도,시흥시,민간,37,10,경기도 시흥시 동서로1051번길 21-1,031-405-9109,,,,,Y,,2016-12-31
