시군명,시설명,전화번호,홈페이지주소,팩스번호,설립구분명,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84경도,WGS84위도
안양시,한가람유치원,031-385-2447,,031-385-2449,사립,14049,경기도 안양시 동안구 관양동 1586번지 한가람한양아파트,경기도 안양시 동안구 학의로 120,126.9530657,37.399169
안양시,성은유치원,031-385-2552,http://1986se@naver.com,031-386-5117,사립,13931,경기도 안양시 동안구 관양동 1416번지 성은유치원,경기도 안양시 동안구 일동로126번길 9,126.9618362,37.4076959
안양시,삼호유치원,031-385-5778,http://www.samho.kg.kr,031-383-1739,사립,13920,경기도 안양시 동안구 비산동 320-3번지 삼호유치원,경기도 안양시 동안구 운곡로 39,126.9445582,37.4035531
안양시,해성유치원,031-386-0091,http://www.hschild.co.kr,031-388-0191,사립,14044,경기도 안양시 동안구 비산동 1102-7번지 목련아파트,,126.9465632,37.3956612
안양시,햇빛유치원,031-386-7075,http://www.sunkid.co.kr,031-386-7074,사립,14043,경기도 안양시 동안구 비산동 1101-2번지,경기도 안양시 동안구 달안로 69,126.9489003,37.3964462
안양시,보라유치원,031-387-4426,http://www.bola.co.kr,031-387-4427,사립,,"경기도 안양시 동안구 신기대로 33 (평촌동,꿈마을아파트)",,,
양주시,가납초등학교병설유치원,031-836-8940,http://ganap.es.kr,031-836-3030,공립,11418,경기도 양주시 광적면 가납리 799-2번지,경기도 양주시 광적면 부흥로 793,126.9829611,37.819195
양주시,아름솔유치원,031-826-0320,http://www.arsol.co.kr,031-826-0451,사립,11523,경기도 양주시 장흥면 교현리 180-11번지,경기도 양주시 장흥면 북한산로1011번길 137,126.9663887,37.7079054
양주시,양주덕현초등학교병설유치원,031-847-7370,http://www.yjdh.es.kr,031-847-6232,공립,11481,경기도 양주시 고읍동 80-2번지 덕현초등학교,경기도 양주시 부흥로 1989,127.0807376,37.7988367
양주시,홉그루유치원,031-846-5593,http://hopgeurukids.ddorongi.co.kr,031-846-5554,사립,11494,경기도 양주시 만송동 445-5번지 홉그루유치원,경기도 양주시 송랑로 39-52,127.0858941,37.7902291
양주시,행복한유치원,031-829-2188,http://cafe.daum.net/happy-yuchiwon,031-877-0064,사립,11505,경기도 양주시 백석읍 방성리 218-1번지,경기도 양주시 백석읍 꿈나무로 72-25,126.9947407,37.8010874
양주시,해밀유치원,031-879-3154,,031-879-3155,사립,11505,경기도 양주시 백석읍 방성리 218-1번지,경기도 양주시 백석읍 꿈나무로 72-25,126.9947407,37.8010874
양주시,지엘유치원,031-858-8355,,031-858-8357,사립,11458,경기도 양주시 고암동 493-2번지,경기도 양주시 청담로243번길 203-15,127.0660967,37.8191707
양주시,중앙유치원,031-857-4578,http://yjjoongang.happyihome.com,031-859-4578,사립,11444,경기도 양주시 덕계동 425-1번지,경기도 양주시 평화로1454번길 34,127.0494242,37.8192506
양주시,유니유치원,031-856-6700,,031-856-6722,사립,,경기도 양주시 부흥로1907번길 1115 (광사동),,,
양주시,우정유치원,031-841-7743,http://cafe.naveer.com/woojeongschool,031-841-7763,사립,,경기도 양주시 청담로 13번길 (고읍동),,,
양주시,예일유치원,031-848-5553,http://yaleschool.kr,031-848-5558,사립,11481,경기도 양주시 고읍동 443번지 예일유치원,경기도 양주시 고읍로 17,127.0789799,37.800955
양주시,아이림유치원,031-847-0104,,031-847-0214,사립,11477,경기도 양주시 고읍동 21-2번지 아이림유치원,경기도 양주시 부흥로 2067-8,127.0841505,37.8049247
양주시,새싹유치원,031-826-4454,,031-826-4451,사립,11523,경기도 양주시 장흥면 교현리 133-1번지,경기도 양주시 장흥면 호국로 477-24,126.9700257,37.7153214
양주시,산내들유치원,031-847-7942,http://snd7942.naver.com,031-847-7959,사립,11494,경기도 양주시 만송동 223-1번지,경기도 양주시 고삼로 92,127.0935885,37.7971157
양주시,사랑유치원,031-857-2222,,031-857-2223,사립,11454,경기도 양주시 고암동 121-7번지,경기도 양주시 고암길 270,127.0707903,37.8348626
양주시,만송유치원,031-840-1212,http://cafe.naver.com/mansong07,031-840-1210,사립,11494,경기도 양주시 만송동 163-2번지,경기도 양주시 만송로 361,127.0943092,37.792286
양주시,동심유치원,031-826-7165,http://dongsim.happihome.com,031-826-5543,사립,11510,경기도 양주시 백석읍 복지리 184-1번지,경기도 양주시 백석읍 호명로 19,126.9925506,37.7915372
양주시,노블키즈유치원,031-837-5004,,031-837-4004,사립,11419,경기도 양주시 광적면 가납리 704-9번지,경기도 양주시 광적면 삼일로 4-16,126.9866294,37.8197542
양주시,꿈나무유치원,031-858-4313,http://www.꿈나무유치원.com,031-858-9356,사립,11435,경기도 양주시 회정동 189-2번지,경기도 양주시 평화로1645번길 13-4,127.0534562,37.8361146
양주시,효촌초등학교병설유치원,031-871-3779,http://hyochon.es.kr,031-871-3174,공립,11412,경기도 양주시 광적면 덕도리 755번지,경기도 양주시 광적면 화합로248번길 18,126.9633264,37.8578855
양주시,회천초등학교병설유치원,031-859-8893,http://www.hces.es.kr,031-859-8894,공립,11455,경기도 양주시 고암동 122-1번지 회천초등학교,경기도 양주시 고암길 73,127.0695611,37.8323046
양주시,회정초등학교병설유치원,031-859-6212,http://www.hoijung.es.kr,031-859-6213,공립,11439,경기도 양주시 회정동 344-1번지 회정초등학교,경기도 양주시 평화로 1567,127.0518958,37.8298897
양주시,칠봉초등학교병설유치원,031-859-2542,http://www.chilbong.es.kr,031-859-2547,공립,11454,경기도 양주시 고암동 121번지 칠봉초등학교 칠봉초등학교병설유치원,경기도 양주시 회정로 156,127.0702932,37.837863
양주시,천보초등학교병설유치원,031-866-0842,http://cheonbo.es.kr,031-865-8298,공립,11466,경기도 양주시 율정동 543-1번지 천보초등학교,경기도 양주시 옥정동로9가길 31-15,127.0946444,37.8338103
양주시,주원초등학교병설유치원,031-860-6129,http://kjuwon.es.kr,031-859-8426,공립,11454,경기도 양주시 고암동 580-5번지 주원초등학교,경기도 양주시 고암길 242,127.0725969,37.835312
양주시,은현초등학교병설유치원,031-868-8034,http://www.eunhyeon.es.kr,031-862-0203,공립,11430,경기도 양주시 은현면 선암리 553-2번지 은현초등학교,경기도 양주시 은현면 화합로 912-20,127.0228147,37.8642511
양주시,은봉초등학교병설유치원,031-826-8453,http://www.eunbong.es.kr,031-826-8454,공립,11514,경기도 양주시 백석읍 복지리 303-8번지,경기도 양주시 백석읍 꿈나무로 321,126.9835502,37.7813373
양주시,율정초등학교병설유치원,031-859-8513,http://www.yjes.es.kr,031-859-8516,공립,11467,경기도 양주시 옥정동 1028번지 율정초등학교 병설유치원,경기도 양주시 옥정동로 245-41,127.0960003,37.8280522
양주시,유양초등학교병설유치원,031-840-0494,http://www.youyang.es.kr,031-845-7758,공립,11498,경기도 양주시 유양동 511-1번지,경기도 양주시 부흥로 1373-7,127.0276295,37.7853095
양주시,연곡초등학교병설유치원,031-879-4355,http://yeongok.es.kr,031-879-5239,공립,11502,경기도 양주시 백석읍 연곡리 13-3번지,경기도 양주시 백석읍 월암로170번길 107,126.9617412,37.8068105
양주시,양주백석초등학교병설유치원,031-879-4803,http://124.139.68.70,031-879-4804,공립,11516,경기도 양주시 백석읍 오산리 524번지 양주백석초등학교 병설유치원,경기도 양주시 백석읍 중앙로223번길 10-11,126.9862145,37.7959782
양주시,양주덕산초등학교병설유치원,031-862-0927,http://www.ygdeoksan.es.kr,031-862-0929,공립,11444,경기도 양주시 덕계동 420-1번지 양주덕산초등학교병설유치원,경기도 양주시 평화로 1418-6,127.0472881,37.8178099
양주시,신지초등학교병설유치원,031-836-8123,http://www.sinji.es.kr,031-836-8129,공립,11510,경기도 양주시 백석읍 복지리 156번지 신지초등학교병설유치원,경기도 양주시 백석읍 양주산성로574번길 20,126.9907119,37.7885098
양주시,송추초등학교병설유치원,031-826-2013,http://www.songchu.es.kr,031-826-2016,공립,11523,경기도 양주시 장흥면 교현리 119번지,경기도 양주시 장흥면 호국로 499,126.9706039,37.7159342
양주시,송랑유치원,031-845-4060,http://songrang.kg.kr,031-845-4015,공립,11491,경기도 양주시 광사동 681번지,경기도 양주시 고읍남로39번길 95,127.0804326,37.789422
양주시,상패초등학교병설유치원,031-865-1304,http://www.sangpae.es.kr,031-831-1330,공립,11426,경기도 양주시 은현면 하패리 796-4번지 상패초등학교,경기도 양주시 은현면 은현로312번길 121-208,127.0266552,37.8978282
양주시,삼숭초등학교병설유치원,031-840-7440,http://www.sams.es.kr,031-840-7443,공립,11486,경기도 양주시 삼숭동 679-2번지 삼숭초등학교,경기도 양주시 삼숭로38번길 112,127.1080636,37.7963378
양주시,삼상초등학교병설유치원,031-855-8656,http://www.samsang.es.kr,031-855-8655,공립,11524,경기도 양주시 장흥면 삼상리 288번지 삼상초,경기도 양주시 장흥면 일영로 641,126.9300284,37.6997348
양주시,산북초등학교병설유치원,031-840-4132,http://www.sanbook.es.kr,031-840-4133,공립,11497,경기도 양주시 산북동 352-1번지 산북초등학교,경기도 양주시 평화로1261번길 96-46,127.0396277,37.8062804
양주시,봉암초등학교병설유치원,031-863-1653,http://www.bongam.es.kr,031-863-1654,공립,11425,경기도 양주시 은현면 봉암리 403-3번지 봉암초등학교 병설유치원,경기도 양주시 은현면 삼육사로 473,127.0055655,37.9105517
양주시,도둔초등학교병설유치원,031-861-5194,http://www.dodoon.es.kr,031-861-5196,공립,11461,경기도 양주시 덕계동 315-5번지 도둔초등학교 도둔초등학교병설유치원,경기도 양주시 고덕로 89-1,127.0573134,37.8136433
양주시,덕정초등학교병설유치원,031-858-5726,http://www.deogjeong.es.kr,031-858-5727,공립,11450,경기도 양주시 덕정동 123번지 덕정초등학교,경기도 양주시 덕정1길 28,127.0633132,37.8459212
양주시,덕도초등학교병설유치원,031-855-2448,http://www.deokdo.es.kr,031-855-1069,공립,11414,경기도 양주시 광적면 석우리 525-14번지,경기도 양주시 광적면 광적로224번길 122,126.9774115,37.840276
양주시,덕계초등학교병설유치원,031-864-9217,http://www.schooline.net/deokgye,031-864-9216,공립,11440,경기도 양주시 덕계동 524-9번지 덕계초등학교 덕계초등학교병설유치원,경기도 양주시 평화로1489번길 29,127.047598,37.8230623
양주시,남면초등학교병설유치원,031-867-5337,http://www.nammyen.es.kr,031-862-9074,공립,11404,경기도 양주시 남면 신산리 286-2번지,경기도 양주시 남면 개나리18길 100,126.9749942,37.8939353
양주시,광숭초등학교병설유치원,031-856-9677,,031-856-9678,공립,11486,경기도 양주시 삼숭동 186-6번지 광숭초등학교,경기도 양주시 삼숭로58번길 100,127.1070036,37.8014832
양주시,고암초등학교병설유치원,031-858-5436,http://www.koam.es.kr,031-858-5435,공립,11456,경기도 양주시 덕정동 208-13번지,경기도 양주시 고암길 320,127.0680074,37.8351704
양평군,강상초등학교병설유치원,031-771-1065,http://www.kse.es.kr,031-772-8223,공립,12572,경기도 양평군 강상면 신화리 243번지 강상초등학교,경기도 양평군 강상면 신화길 86,127.4787079,37.4729958
양평군,동산유치원,031-771-2603,,031-771-1603,사립,12562,경기도 양평군 양평읍 양근리 211-1번지 양평장로교회,경기도 양평군 양평읍 시민로4번길 8,127.4932005,37.4885777
양평군,양평하나유치원,031-774-0021,,031-774-0979,사립,12563,경기도 양평군 양평읍 창대리 310번지 양평하나유치원,경기도 양평군 양평읍 충신로389번길 7,127.5019826,37.4744675
양평군,성림유치원,031-771-4262,,031-774-4269,사립,12558,경기도 양평군 양평읍 공흥리 788-2번지,경기도 양평군 양평읍 관문길22번길 25,127.4956162,37.4931356
양평군,청운초등학교병설유치원,031-774-5963,http://www.chungun.es.kr,031-773-9286,공립,12530,경기도 양평군 청운면 용두리 510-2번지 청운초등학교,경기도 양평군 청운면 용두로156번길 30,127.7136795,37.5547416
양평군,지평초등학교병설유치원,031-774-4689,http://jipy.es.kr,031-773-7221,공립,12541,경기도 양평군 지평면 지평리 502-2번지 지평초등학교,경기도 양평군 지평면 지평의병로 107,127.6376606,37.4755284
양평군,조현초등학교병설유치원,031-774-2934,http://www.johyeon.es.kr,031-772-4940,공립,12511,경기도 양평군 용문면 조현리 174-1번지 조현초등학교,경기도 양평군 용문면 중원산로 157,127.6158315,37.5226658
양평군,정배초등학교병설유치원,031-773-5376,http://jungbae.es.kr,031-773-6215,공립,12501,경기도 양평군 서종면 정배리 330번지 서종초등학교정배분교,경기도 양평군 서종면 명덕길 10,127.4232057,37.6026502
양평군,원덕초등학교병설유치원,031-774-3604,http://www.wondok.es.kr,031-772-4154,공립,12565,경기도 양평군 양평읍 원덕리 381번지 원덕초등학교,경기도 양평군 양평읍 원덕흑천길 180,127.5427021,37.4681077
양평군,용문초등학교병설유치원,031-774-3935,http://www.ymedu.es.kr,031-773-5322,공립,12513,경기도 양평군 용문면 광탄리 154번지 용문초등학교,경기도 양평군 용문면 용문로 837,127.6326912,37.5097742
양평군,옥천초등학교병설유치원,031-772-5184,http://www.oc.es.kr,031-772-5445,공립,12507,경기도 양평군 옥천면 옥천리 549-1번지 옥천초등학교,경기도 양평군 옥천면 옥천길 51,127.4593091,37.5194371
양평군,양평초등학교병설유치원,031-771-6184,http://www://ypedu.es.kr,031-773-1481,공립,12554,경기도 양평군 양평읍 양근리 491-9번지 양평초등학교,경기도 양평군 양평읍 양근로 142,127.4862319,37.4933006
양평군,양평동초등학교병설유치원,031-774-0939,http://www.ypdong.es.kr,031-771-9796,공립,12560,경기도 양평군 양평읍 창대리 639번지 양평동초등학교,경기도 양평군 양평읍 창대길 20-8,127.5073994,37.4881936
양평군,양평단월초등학교병설유치원,031-774-1323,http://htt://www.danwol.es.kr,031-773-0686,공립,12529,경기도 양평군 단월면 보룡리 693-1번지 단월초등학교,경기도 양평군 단월면 보룡길 65,127.6730402,37.5395186
양평군,양수초등학교병설유치원,031-771-0569,http://www.yangsu.es.kr,031-771-3230,공립,12584,경기도 양평군 양서면 용담리 212번지 양수초등학교병설유치원,경기도 양평군 양서면 용담3길 15,127.3252724,37.544629
양평군,양서초등학교병설유치원,031-772-7434,http://www.yangseo.net,031-771-7614,공립,12583,경기도 양평군 양서면 도곡리 320-1번지 양서초등학교 양서초등학교병설유치원,경기도 양평군 양서면 양서도곡길 8,127.3820159,37.5126017
양평군,양동초등학교병설유치원,031-774-6146,http://ypyangdong.es.kr,031-773-1170,공립,12536,경기도 양평군 양동면 석곡리 190번지 양동초등학교,경기도 양평군 양동면 양동로 1671,127.7501237,37.4302902
양평군,양동초등학교고송분교장병설유치원,031-773-1174,http://ypyangdong.es.kr,031-773-1170,공립,12533,경기도 양평군 양동면 고송리 821-1번지 양동초등학교 고송분교장,경기도 양평군 양동면 고송길 32-16,127.7002111,37.4865282
양평군,수입초등학교병설유치원,031-773-6120,http://suip.es.kr,031-773-6214,공립,12500,경기도 양평군 서종면 수입리 673번지 수입초등학교,경기도 양평군 서종면 무드리2길 20,127.3754911,37.6446695
양평군,세월초등학교병설유치원,031-774-7434,http://sewall.es.kr,031-772-9120,공립,12573,경기도 양평군 강상면 세월리 126-1번지 세월초등학교,경기도 양평군 강상면 세월길147번길 2,127.4948703,37.4362773
양평군,서종초등학교병설유치원,031-774-2241,http://www.soejong.es.kr,031-773-6065,공립,12502,경기도 양평군 서종면 문호리 733번지 서종초등학교,경기도 양평군 서종면 북한강로789번길 8,127.3480757,37.6089484
양평군,대아초등학교병설유치원,031-771-4765,http://ypdaea.es.kr,031-772-3762,공립,12580,경기도 양평군 양서면 증동리 573번지 대아초등학교 병설유치원,경기도 양평군 양서면 방죽들길 5,127.4156568,37.5275444
양평군,다문초등학교병설유치원,031-774-1680,http://damoon.es.kr,031-773-3402,공립,12522,경기도 양평군 용문면 다문리 626번지 다문초등학교,경기도 양평군 용문면 다문중앙2길 27,127.5918307,37.4856675
양평군,곡수초등학교병설유치원,031-772-9392,http://koksu.es.kr,031-773-8323,공립,12544,경기도 양평군 지평면 곡수리 366-4번지 17,경기도 양평군 지평면 곡수길 56,127.6135768,37.4180101
양평군,개군초등학교병설유치원,031-774-1324,http://gaegun.es.kr,031-771-5994,공립,12568,경기도 양평군 개군면 하자포리 276-1번지 개군초등학교,경기도 양평군 개군면 자진개1길 23,127.5345932,37.4276179
양평군,강하초등학교병설유치원,031-771-9246,http://www.kangha.es.kr,031-772-4083,공립,12574,경기도 양평군 강하면 운심리 43-2번지 강하초등학교,경기도 양평군 강하면 운심길 33,127.4095928,37.4962201
여주시,임당유치원,031-884-8990,,031-884-8991,사립,12662,경기도 여주시 가남읍 태평리 326-1번지 임당유치원,경기도 여주시 가남읍 대명산1길 26,127.5370117,37.2061115
여주시,재능유치원,031-882-1475,http://www.jaenung.co.kr,031-886-1475,사립,12651,경기도 여주시 교동 21-3번지 재능유치원,경기도 여주시 세종로237번길 35,127.642114,37.2772219
여주시,푸른유치원,031-884-6141,,031-883-6143,사립,12646,경기도 여주시 연라동 150-1번지 푸른유치원,경기도 여주시 여주남로 184-11,127.6096698,37.272329
여주시,여주유치원,031-883-7773,,031-886-0071,사립,12624,경기도 여주시 하동 409-4번지 여주중앙교회,경기도 여주시 소양로 45,127.630558,37.2949977
여주시,여주대학부속유치원,031-880-5590,,031-880-5592,사립,12652,경기도 여주시 교동 454-4번지 여주대학,경기도 여주시 세종로 338,127.6326708,37.2697491
여주시,소화유치원,031-886-1278,http://sowhakids.ddorongi.kr,031-886-1275,사립,12622,경기도 여주시 하동 215-5번지 천주교여주성당,경기도 여주시 우암로 5,127.6339441,37.2980251
여주시,능현유치원,031-883-7066,,031-883-7044,사립,12654,경기도 여주시 능현동 280-10번지 능현유치원,경기도 여주시 명성로 92,127.6567238,37.2586353
여주시,깊은샘유치원,031-884-5030,,031-884-5022,사립,12645,경기도 여주시 월송동 248-6번지,경기도 여주시 삼밭골길 34,127.6121108,37.2856334
여주시,흥천초등학교병설유치원,031-884-3370,http://www.heungcheon.es.kr,031-884-6966,공립,12607,경기도 여주시 흥천면 효지리 377-3번지 흥천초등학교,경기도 여주시 흥천면 효자로 155,127.5410295,37.332326
여주시,천남초등학교병설유치원,031-881-4068,http://www.chonnam.es.kr,031-884-6387,공립,12611,경기도 여주시 대신면 천남리 104번지 천남초등학교,경기도 여주시 대신면 참샘2길 1,127.6312518,37.3458468
여주시,점봉초등학교병설유치원,031-881-6607,http://www.jbe.es.kr,031-881-6604,공립,12653,경기도 여주시 점봉동 336번지 점봉초등학교,경기도 여주시 세종로 488-4,127.6451649,37.2567524
여주시,점동초등학교병설유치원,031-882-2213,http://www.jde.es.kr,031-881-6712,공립,12667,경기도 여주시 점동면 청안리 117번지 점동초교 점동초등학교병설유치원,경기도 여주시 점동면 청안로 106,127.6624968,37.2044792
여주시,이포초등학교병설유치원,031-882-2570,http://www.ipo.es.kr,031-884-2490,공립,12604,경기도 여주시 금사면 이포리 311-2번지 이포초등학교,경기도 여주시 금사면 이여로 1237,127.5301401,37.3886788
여주시,오학초등학교병설유치원,031-885-1326,http://www.ohak.es.kr,031-885-1323,공립,12636,경기도 여주시 오학동 105-1번지 오학초등학교,경기도 여주시 도예로 117,127.6471606,37.312379
여주시,오산초등학교병설유치원,031-884-4423,http://www.yjosan.es.kr,031-881-2331,공립,12656,경기도 여주시 가남읍 오산리 236번지 오산초교,경기도 여주시 가남읍 양화로 168,127.5589792,37.2385284
여주시,연라초등학교병설유치원,031-884-3066,http://www.yeonra.es.kr,031-884-0468,공립,12645,경기도 여주시 월송동 313-42번지 연라초등학교,경기도 여주시 여주남로 116,127.6115275,37.2776084
여주시,여흥초등학교병설유치원,031-880-8427,http://www.yohung.es.kr,031-886-2329,공립,12629,경기도 여주시 상동 110번지 여흥초등학교,경기도 여주시 여양로 91,127.6434404,37.2940276
여주시,여주초등학교병설유치원,031-885-4792,http://www.yeoju.es.kr,031-884-2022,공립,12619,경기도 여주시 창동 5-1번지 여주초등학교,경기도 여주시 청심로 139,127.6358097,37.2985827
여주시,송촌초등학교병설유치원,031-883-3892,http://www.song.es.kr,031-881-1629,공립,12608,경기도 여주시 대신면 송촌리 504번지 송촌초등학교,경기도 여주시 대신면 여양1로 237,127.5687228,37.4109803
여주시,송삼초등학교병설유치원,031-881-3775,http://www.songsam.es.kr,031-883-9928,공립,12660,경기도 여주시 가남읍 송림리 209-1번지 송삼병설 송삼초등학교병설유치원,경기도 여주시 가남읍 송삼로 165,127.6333611,37.1766519
여주시,세종초등학교병설유치원,031-880-2680,http://www.sejong.es.kr,031-882-0273,공립,12650,경기도 여주시 교동 121-7번지 세종초등학교,경기도 여주시 세종로 204-19,127.6338007,37.2795011
여주시,상품초등학교병설유치원,031-883-0077,http://www.sangpum.es.kr,031-882-9629,공립,12603,경기도 여주시 산북면 상품리 12-1번지 상품초등학교,경기도 여주시 산북면 금품1로 15,127.4450922,37.4045877
여주시,북내초등학교주암분교장병설유치원,031-882-0106,http://www.puknae.es.kr,031-883-9230,공립,12612,경기도 여주시 북내면 주암리 173번지 북내초등학교주암분교,경기도 여주시 북내면 주암길 14,127.6789951,37.3980666
여주시,북내초등학교병설유치원,031-882-0106,http://www.puknae.es.kr,031-883-9230,공립,12613,경기도 여주시 북내면 당우리 175번지 북내초등학교,경기도 여주시 북내면 여양2로 304,127.6801886,37.3298543
여주시,북내초등학교도전분교장병설유치원,031-882-0106,http://www.puknae.es.kr,031-883-9230,공립,12617,경기도 여주시 강천면 도전리 776-1번지 북내초교,경기도 여주시 강천면 원양1로 716,127.7509346,37.3368253
여주시,문장초등학교병설유치원,031-883-0404,http://www.munjang.es.kr,031-882-2016,공립,12605,경기도 여주시 흥천면 문장리 373-1번지 문장초등학교,경기도 여주시 흥천면 문바실길 20,127.5121787,37.3608985
여주시,매류초등학교병설유치원,031-881-0262,http://www.maeryu.es.kr,031-881-0261,공립,12647,경기도 여주시 능서면 마래리 143번지 매류초등학교 병설유치원,경기도 여주시 능서면 양화로 592,127.5575016,37.2737201
여주시,대신초등학교병설유치원,031-881-2542,http://www.daeshin.es.kr,031-881-1143,공립,12610,경기도 여주시 대신면 율촌리 285번지 대신초등학교,경기도 여주시 대신면 여양로 1440,127.5871955,37.375238
여주시,능서초등학교병설유치원,031-881-0848,http://www.nungseo.es.kr,031-883-7830,공립,12641,경기도 여주시 능서면 신지리 786-1번지 능서초등학교 능서초등학교병설유치원,경기도 여주시 능서면 마장로 64,127.5720037,37.2980508
여주시,능북초등학교병설유치원,031-884-6237,http://www.neungbuk.es.kr,031-883-3426,공립,12642,경기도 여주시 능서면 백석리 442-4번지,경기도 여주시 능서면 백석1길 8-16,127.5914512,37.3332392
여주시,금당초등학교병설유치원,031-884-7687,http://www.gde.es.kr,031-882-1941,공립,12660,경기도 여주시 가남읍 금당리 708-4번지 금당초교 금당초등학교 병설유치원,경기도 여주시 가남읍 가남로 649,127.6059249,37.1971219
여주시,강천초등학교병설유치원,031-881-1355,http://www.ges.es.kr,031-881-1354,공립,12616,경기도 여주시 강천면 간매리 443번지 강천초등학교,경기도 여주시 강천면 간매3길 31,127.7197991,37.2688031
여주시,가남초등학교병설유치원,031-883-5455,http://www.ganam.es.kr,031-881-2157,공립,12662,경기도 여주시 가남읍 태평리 74-1번지 가남초교,경기도 여주시 가남읍 태평4길 2,127.5478753,37.20517
여주시,해님유치원,031-885-5484,,031-884-5484,사립,12645,경기도 여주시 월송동 326번지 해님유치원,경기도 여주시 월평로 11,127.611112,37.2764122
여주시,중앙유치원,031-882-2830,http://jooongangone.com,031-882-2834,사립,12662,경기도 여주시 가남읍 태평리 400-1번지,경기도 여주시 가남읍 마구실길 56-14,127.5394867,37.2024782
연천군,군남초등학교병설유치원,031-833-8259,http://www.kunnam.es.kr,031-833-8755,공립,11007,경기도 연천군 군남면 진상리 704-1번지 군남중학교 군남초등학교병설유치원,경기도 연천군 군남면 진상17길 46,127.0159297,38.0672477
연천군,한여울유치원,031-832-4720,,031-832-4730,사립,11025,경기도 연천군 전곡읍 전곡리 384-2번지 한여울유치원,경기도 연천군 전곡읍 전은길 14,127.071666,38.0313361
연천군,본원유치원,031-832-5892,,031-832-5895,사립,11031,경기도 연천군 전곡읍 전곡리 326-27번지 본원유치원,경기도 연천군 전곡읍 선사로398번길 9,127.0741428,38.0248931
연천군,초성초등학교병설유치원,031-835-9780,http://www.chosung.es.kr,031-832-2465,공립,11023,경기도 연천군 청산면 초성리 223-1번지 초성초등학교병설유치원,경기도 연천군 청산면 학담로 104,127.0733994,37.9978481
연천군,온골유치원,031-833-0612,http://www.ongoll.kg.kr,031-832-2195,공립,11031,경기도 연천군 전곡읍 전곡리 243-1번지 온골유치원,경기도 연천군 전곡읍 전곡로 56,127.0737264,38.0182266
연천군,연천초등학교병설유치원,031-834-3110,http://www.yonchon-e.es.kr/,031-834-4112,공립,11017,경기도 연천군 연천읍 차탄리 72번지 연천초등학교,경기도 연천군 연천읍 연천로 228,127.0751934,38.0972803
연천군,연천초등학교고문분교장병설유치원,031-834-3110,http://www.yonchon-e.es.kr,031-834-4112,공립,11018,경기도 연천군 연천읍 고문리 259-1번지 연천초등학교고문분교,경기도 연천군 연천읍 현문로 459,127.1129939,38.0651157
연천군,연천왕산초등학교병설유치원,031-833-6001,http://www.ycws.es.kr,031-833-8807,공립,11044,경기도 연천군 미산면 우정리 397번지 연천왕산초등학교,경기도 연천군 미산면 왕산로 15,127.0113474,38.0560318
연천군,연천노곡초등학교병설유치원,031-835-8159,http://www.ycnogok.es.kr,031-835-8593,공립,11049,경기도 연천군 백학면 노곡리 714-2번지,경기도 연천군 백학면 진목로 26,126.9167664,37.9985044
연천군,상리초등학교병설유치원,031-834-7743,http://www.sre.es.kr,031-834-2618,공립,11009,경기도 연천군 연천읍 상리 161-2번지 상리초등학교 상리초등학교병설유치원장,경기도 연천군 연천읍 상리로 70,127.0752537,38.1352981
연천군,백학초등학교병설유치원,031-835-0405,http://www.baek.es.kr,031-835-6349,공립,11048,경기도 연천군 백학면 두일리 15번지 백학초등학교,경기도 연천군 백학면 백학로40번길 23,126.9210216,38.03167
연천군,백의초등학교병설유치원,031-835-8736,http://baekuyi.es.kr,031-835-8735,공립,11021,경기도 연천군 청산면 백의리 824-24번지 백의초등학교,경기도 연천군 청산면 청창로726번길 38,127.1341136,38.0228955
연천군,대광초등학교병설유치원,031-834-8435,http://www.taegwwang.es.kr,031-834-7892,공립,11000,경기도 연천군 신서면 도신리 245-1번지 대광초등학교,경기도 연천군 신서면 연신로 1127-1,127.1051925,38.1826267
연천군,궁평초등학교병설유치원,031-835-1178,http://kungpyung.es.kr,031-835-3490,공립,11020,경기도 연천군 청산면 궁평리 496-1번지 궁평초등학교 궁평초등학교병설유치원,경기도 연천군 청산면 궁평로45번길 52,127.104476,38.028006
오산시,가수초등학교병설유치원,031-377-5193,http://www.gasu.es.kr,031-377-5194,공립,18125,경기도 오산시 가수동 9-1번지 가수초등학교,경기도 오산시 가수로 50,127.0478392,37.1481987
오산시,동탄자연유치원,031-8003-1900,http://www.lovejy.co.kr,031-8003-8504,사립,18111,경기도 오산시 외삼미동 150-5번지 자연유치원,경기도 오산시 외삼미로 135,127.0602467,37.1970209
오산시,예인유치원,031-372-0803,http://www.yeinkids.net,031-372-0801,사립,18132,경기도 오산시 부산동 779-5번지 오산운암3단지주공아파트,,127.0790261,37.1553371
오산시,별새꽃유치원,031-372-1100,http://www.daejin.moapp.kr,031-372-5300,사립,18145,경기도 오산시 갈곶동 251번지 우림아파트,경기도 오산시 경기대로 74,127.0731157,37.130616
오산시,동화마을유치원,031-372-1148,,031-371-1870,사립,18134,경기도 오산시 오산동 912-7번지 동화마을어린이집,경기도 오산시 운천로165번길 31-20,127.0763934,37.1569426
오산시,해에게서소년에게유치원,031-372-8815,,031-372-8816,사립,18116,경기도 오산시 은계동 72-7번지 해에게서소년에게어린이집,경기도 오산시 경기대로416번길 50,127.0704193,37.1610279
