시군명,구/읍면동명,시설명,전화번호,시설구분명,공사립구분명,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84경도,WGS84위도
양주시,고읍동,우미사랑어린이집,031-821-1611,어린이집,가정,11481,경기도 양주시 고읍동 451번지 산내들마을우미린아파트 309동 103호,"경기도 양주시 고읍로35번길 8 309동 103호(고읍동, 산내들마을우미린아파트)",127.0784453,37.79911
양주시,삼숭동,우리두리어린이집,031-841-2642,어린이집,가정,11486,경기도 양주시 삼숭동 683-1번지 양주자이3단지아파트 309동 106호,"경기도 양주시 삼숭로38번길 55 309동 106호(삼숭동, 양주자이3단지아파트)",127.1059586,37.7986668
양주시,장흥면,우남어린이집,031-872-8722,어린이집,가정,11521,경기도 양주시 장흥면 부곡리 491번지 송추마을우남아파트 102동 108호,"경기도 양주시 장흥면 가마골로 40-8 102동 108호(부곡리, 송추마을우남아파트)",126.9762668,37.7216037
양주시,옥정동,옥정어린이집,031-865-9862,어린이집,국공립,11467,경기도 양주시 옥정동 1027번지 7단지 관리동어린이집,경기도 양주시 옥정동로 257 7단지 관리동어린이집,127.0963081,37.8289529
양주시,회암동,옥정숲속어린이집,031-866-0180,어린이집,민간,11464,경기도 양주시 회암동 144번지,경기도 양주시 천보산로100번길 66-21,127.1013639,37.8495785
양주시,백석읍,예하랑어린이집,031-879-2435,어린이집,민간,11513,경기도 양주시 백석읍 복지리 83-5번지,경기도 양주시 백석읍 호명로 103-83,126.9923804,37.7842375
양주시,산북동,예지어린이집,031-823-3344,어린이집,가정,11462,경기도 양주시 산북동 1번지 양주한승 105동 106호,"경기도 양주시 고덕로 108-59 105동 106호(산북동, 양주한승)",127.0530055,37.8098636
양주시,덕정동,행전어린이집,031-857-1004,어린이집,민간,11451,경기도 양주시 덕정동 164-1번지,경기도 양주시 화합로1426번길 9 (덕정동),127.0669287,37.8408818
양주시,은현면,행복한어린이집,031-868-7004,어린이집,민간,11426,경기도 양주시 은현면 운암리 65-1번지,경기도 양주시 은현면 화합로832번길 19,127.0200571,37.8689296
양주시,고암동,행복한마을어린이집,031-861-8678,어린이집,가정,11454,경기도 양주시 고암동 121-2번지 주원마을아파트 201동 101호,"경기도 양주시 고암길 306-40 201동 101호(고암동, 주원마을아파트)",127.0712002,37.8359709
양주시,고읍동,행복아이어린이집,031-847-0507,어린이집,가정,11481,경기도 양주시 고읍동 451번지 산내들마을우미린아파트 310동 104호,"경기도 양주시 고읍로35번길 8 310동 104호(고읍동, 산내들마을우미린아파트)",127.0784453,37.79911
양주시,덕계동,햇살나무어린이집,031-864-4563,어린이집,가정,11438,경기도 양주시 덕계동 201번지 양주윤중아파트 101동 101호,"경기도 양주시 고덕로139번길 361-20 101동 101호(덕계동, 양주윤중아파트)",127.057539,37.8218694
양주시,고암동,예사랑어린이집,031-857-0826,어린이집,가정,11455,경기도 양주시 고암동 122번지 동안마을주공3단지아파트 309동 102호,"경기도 양주시 고암길 275 309동 102호(고암동, 동안마을주공3단지아파트)",127.0714487,37.8345148
양주시,삼숭동,여랑어린이집,031-824-7320,어린이집,가정,11487,경기도 양주시 삼숭동 684-1번지 양주자이2단지아파트 209동 105호,"경기도 양주시 삼숭로38번길 78-12 209동 105호(삼숭동, 양주자이2단지아파트)",127.1016132,37.7961047
양주시,덕계동,에버빌어린이집,031-858-5580,어린이집,가정,11460,경기도 양주시 덕계동 856번지 현진에버빌2단지아파트 201동 102호,"경기도 양주시 고덕로 159 201동 102호(덕계동, 현진에버빌2단지아파트)",127.0608304,37.8078741
양주시,백석읍,어깨동무어린이집,031-879-3570,어린이집,민간,11508,경기도 양주시 백석읍 방성리 122-6번지,경기도 양주시 꿈나무로 23 (백석읍 방성리 122-6번지),126.9998637,37.803976
양주시,백석읍,예일유아스쿨어린이집,031-878-4808,어린이집,민간,11517,경기도 양주시 백석읍 홍죽리 229-1번지,경기도 양주시 백석읍 양주산성로 871,126.9651582,37.7935089
양주시,회암동,예인어린이집,031-862-6644,어린이집,민간,11463,경기도 양주시 회암동 552-1번지,경기도 양주시 화합로1597번길 40 (회암동),127.0844331,37.8405571
양주시,덕계동,예은어린이집,031-861-7770,어린이집,민간,11441,경기도 양주시 덕계동 558-1번지,경기도 양주시 평화로1475번길 234 (덕계동),127.0410779,37.8277794
양주시,백석읍,예원어린이집,031-878-4243,어린이집,민간,11512,경기도 양주시 백석읍 복지리 288-1번지,경기도 양주시 백석읍 양주산성로 625-3,126.9851919,37.7856424
양주시,덕계동,예성어린이집,031-857-9788,어린이집,가정,11461,경기도 양주시 덕계동 852번지 양주푸르지오아파트 107동 102호,"경기도 양주시 고덕로 87-1 107동 102호(덕계동, 양주푸르지오아파트)",127.0559872,37.812338
양주시,광사동,예쁜꼬마어린이집,031-848-3055,어린이집,가정,11489,경기도 양주시 광사동 131-4번지 대방아파트 106동 104호,"경기도 양주시 부흥로 1898-4 106동 104호(광사동, 대방아파트)",127.0756174,37.7917636
양주시,덕정동,예들어린이집,031-827-6783,어린이집,가정,11451,경기도 양주시 덕정동 164번지 은동마을아파트 106동 101호,"경기도 양주시 화합로1426번길 39 106동 101호(덕정동, 은동마을아파트)",127.0689896,37.8384589
양주시,만송동,예담어린이집,031-838-8927,어린이집,가정,11493,경기도 양주시 만송동 697번지 은빛마을유승한내들아파트 601동 101호,"경기도 양주시 고읍북로 28-10 601동 101호(만송동, 은빛마을유승한내들아파트)",127.0836482,37.7974162
양주시,백석읍,예꿈어린이집,031-836-1405,어린이집,가정,11503,경기도 양주시 백석읍 오산리 296번지 백석한승아파트 103동 104호,"경기도 양주시 백석읍 권율로 1455-15 103동 104호(오산리, 백석한승아파트)",126.9801721,37.8105802
양주시,삼숭동,엘사랑어린이집,031-821-2866,어린이집,민간,11487,경기도 양주시 삼숭동 236-3번지,경기도 양주시 삼숭로13번길 7,127.1009042,37.7956764
양주시,고암동,에코비주원어린이집,031-825-2922,어린이집,민간,11454,경기도 양주시 고암동 121-2번지 2단지 관리동,경기도 양주시 고암길 306-40 2단지 관리동,127.0712002,37.8359709
양주시,광사동,엄마어린이집,031-857-8559,어린이집,가정,11488,경기도 양주시 광사동 313-4번지 주내신도푸른숲8차아파트 805동 102호,"경기도 양주시 부흥로 1899 805동 102호(광사동, 주내신도푸른숲8차아파트)",127.0747236,37.7925894
양주시,고암동,알콩달콩어린이집,031-863-7422,어린이집,가정,11454,경기도 양주시 고암동 121-2번지 주공2단지아파트 213동 102호,"경기도 양주시 고암길 306-40 213동 102호(고암동, 주공2단지아파트)",127.0712002,37.8359709
양주시,고암동,아이조아어린이집,031-857-0747,어린이집,가정,11455,경기도 양주시 고암동 122번지 주공3단지아파트 313동 103호,"경기도 양주시 고암길 275 313동 103호(고암동, 주공3단지아파트)",127.0714487,37.8345148
양주시,고읍동,아이자람어린이집,031-856-9792,어린이집,가정,11481,경기도 양주시 고읍동 451번지 산내들마을우미린아파트 307동 102호,"경기도 양주시 고읍로35번길 8 307동 102호(고읍동, 산내들마을우미린아파트)",127.0784453,37.79911
양주시,삼숭동,아이엠피카소어린이집,031-825-5279,어린이집,가정,11487,경기도 양주시 삼숭동 684-1번지 양주자이2단지아파트 206동 101호,"경기도 양주시 삼숭로38번길 78-12 206동 101호(삼숭동, 양주자이2단지아파트)",127.1016132,37.7961047
양주시,백석읍,아이숲어린이집,031-836-6002,어린이집,민간,11509,경기도 양주시 백석읍 오산리 15-1번지,경기도 양주시 중앙로 178,126.9916165,37.7937444
양주시,고암동,햇빛어린이집,031-857-5579,어린이집,가정,11455,경기도 양주시 고암동 122번지 동안마을주공3단지아파트 308동 105호,"경기도 양주시 고암길 275 308동 105호(고암동, 동안마을주공3단지아파트)",127.0714487,37.8345148
양주시,백석읍,해와달어린이집,031-836-2888,어린이집,직장,11506,경기도 양주시 백석읍 방성리 93번지 26사단 관사 내 어린이집,경기도 양주시 백석읍 부흥로 1071-41 26사단 관사 내 어린이집,127.0067084,37.8017703
양주시,고암동,해나어린이집,031-858-4292,어린이집,민간,11457,경기도 양주시 고암동 160-1번지,경기도 양주시 엄상동길 50-16,127.0687688,37.830718
양주시,백석읍,한승어린이집,031-829-8464,어린이집,가정,11503,경기도 양주시 백석읍 오산리 296번지 백석한승아파트 101동 101호,"경기도 양주시 백석읍 권율로 1455-15 101동 101호(오산리, 백석한승아파트)",126.9801721,37.8105802
양주시,남면,한솔어린이집,031-863-5515,어린이집,민간,11404,경기도 양주시 남면 신산리 326-2번지,경기도 양주시 남면 개나리2길 8,126.9735329,37.8942089
양주시,만송동,한내들어린이집,070-8783-8260,어린이집,가정,11493,경기도 양주시 만송동 697번지 유승한내들아파트 605동 104호,경기도 양주시 고읍북로 28-8 유승한내들A 605-104,127.0836843,37.7972252
양주시,광적면,하솜어린이집,031-837-1616,어린이집,민간,11419,경기도 양주시 광적면 가납리 851-13번지 (하솜어린이집),경기도 양주시 가래비10길 25-7 (하솜어린이집),126.9847751,37.8256197
양주시,고읍동,하늘정원어린이집,031-848-7398,어린이집,민간,11481,경기도 양주시 고읍동 440번지 관리동 하늘정원어린이집,경기도 양주시 고읍로 11-9 관리동  하늘정원어린이집,127.0802648,37.8016891
양주시,백석읍,하늘소망어린이집,031-877-4595,어린이집,가정,11514,경기도 양주시 백석읍 복지리 290번지 동화은하수큰마을제1지구 101동 106호,"경기도 양주시 백석읍 꿈나무로 299 101동 106호(, 동화1차아파트)",126.9832669,37.7844384
양주시,광사동,하늘꿈터어린이집,031-8083-7912,어린이집,가정,11490,경기도 양주시 광사동 712번지 한양수자인 313동 102호,"경기도 양주시 고읍남로39번길 84 313동 102호(광사동, 한양수자인)",127.0785017,37.7880569
양주시,고읍동,아이둥지어린이집,031-843-1327,어린이집,가정,11481,경기도 양주시 고읍동 455번지 산내들마을우남퍼스트빌 우남107-103,경기도 양주시 고읍로 36-10 우남107-103 (고읍동),127.0767764,37.8015256
양주시,고암동,해피뽀로로어린이집,031-861-8656,어린이집,가정,11455,경기도 양주시 고암동 122번지 동안마을아파트 304동 103호,"경기도 양주시 고암길 275 304동 103호(고암동, 동안마을아파트)",127.0714487,37.8345148
양주시,백석읍,해밀어린이집,031-879-3154,어린이집,민간,11505,경기도 양주시 백석읍 방성리 218-1번지 1층,경기도 양주시 꿈나무로 72-25 1층,126.9949585,37.8011109
양주시,고읍동,한양어린이집,031-838-7515,어린이집,가정,11481,경기도 양주시 고읍동 440번지 한양수자인 1블럭 111-102,경기도 양주시 고읍로 11-7 한양수자인 1블럭 111-102 (고읍동),127.0793209,37.8024537
양주시,백석읍,한승무지개어린이집,031-855-4515,어린이집,가정,11503,경기도 양주시 백석읍 오산리 296번지 104동 106호,"경기도 양주시 백석읍 권율로 1447 104동 106호(, 백석한승아파트)",126.9799766,37.8111892
양주시,회정동,한나어린이집,070-4405-6001,어린이집,가정,11438,경기도 양주시 회정동 369번지 양주회정범양임대아파트 201동 101호,"경기도 양주시 평화로1570번길 36 201동 101호(회정동, 양주회정범양임대아파트)",127.0561674,37.8284255
양주시,백석읍,하바어린이집,031-855-5511,어린이집,가정,11515,경기도 양주시 백석읍 가업리 103-1번지 동화옥시죤5차아파트 505동 104호,"경기도 양주시 백석읍 꿈나무로 320 505동 104호(가업리, 동화옥시죤5차아파트)",126.9813378,37.7813496
양주시,삼숭동,하람어린이집,031-827-8884,어린이집,가정,11485,경기도 양주시 삼숭동 569번지 성우아침의미소아파트 110동 102호,"경기도 양주시 부흥로 2152-3 110동 102호(삼숭동, 성우아침의미소아파트)",127.0934016,37.8065806
양주시,은현면,하늘어린이집,031-868-2420,어린이집,민간,11427,경기도 양주시 은현면 선암리 309-2번지 1층 하늘 어린이집,경기도 양주시 화합로863번길 34-218 1층 하늘 어린이집,127.0261814,37.8711807
양주시,덕정동,회천어린이집,031-858-1869,어린이집,국공립,11450,경기도 양주시 덕정동 138-42번지,경기도 양주시 덕정9길 30 (덕정동),127.066696,37.8448786
양주시,광적면,아희어린이집,031-855-1174,어린이집,가정,11419,경기도 양주시 광적면 가납리 840번지 양주성우헤스티아아파트 108동 104호,"경기도 양주시 광적면 가래비11길 30 108동 104호(, 양주성우헤스티아)",126.9817355,37.8256805
양주시,덕계동,아침햇살어린이집,031-866-7773,어린이집,가정,11441,경기도 양주시 덕계동 857번지 신도신레뉴아파트 102동102호,"경기도 양주시 평화로1475번길 161-14 102동102호(덕계동,신도신레뉴아파트)",127.0420354,37.8257465
양주시,덕계동,한주무지개어린이집,031-864-5678,어린이집,가정,11443,경기도 양주시 덕계동 669번지 한주 102동 108호,"경기도 양주시 평화로1429번길 50 102동 108호(덕계동, 한주)",127.0442766,37.820185
양주시,고암동,천사랑어린이집,031-821-9613,어린이집,가정,11453,경기도 양주시 고암동 582번지 중흥S클래스 103동 102호,"경기도 양주시 고암길 200 103동 102호(고암동,중흥S클래스)",127.0756875,37.8338311
양주시,회정동,장미어린이집,031-858-5665,어린이집,가정,11438,경기도 양주시 회정동 369번지 양주회정범양임대아파트 104동 103호,경기도 양주시 평화로 1562 104동 103호(회정동 양주회정범양임대아파트),127.0538366,37.8284554
양주시,만송동,송암어린이집,031-840-1133,어린이집,민간,11494,경기도 양주시 만송동 604-2번지,경기도 양주시 만송로 195-9 (만송동),127.082029,37.7828938
양주시,삼숭동,소슬어린이집,070-4158-5454,어린이집,민간,11487,경기도 양주시 삼숭동 201번지 자이 2단지 관리동,경기도 양주시 삼숭로38번길 40 자이 2단지 관리동,127.1030949,37.7968854
양주시,백석읍,세아어린이집,070-8639-2358,어린이집,가정,11504,경기도 양주시 백석읍 오산리 107-2번지 백석세아아파트 101동 113호,"경기도 양주시 백석읍 꿈나무로 140 101동 113호(오산리, 백석세아아파트)",126.9906715,37.7967139
양주시,삼숭동,성우어린이집,031-848-5582,어린이집,민간,11485,경기도 양주시 삼숭동 569번지 성우아침의미소아파트 114동 569호 관리동,"경기도 양주시 부흥로 2152-3 114동 569호(삼숭동, 성우아침의미소아파트) 관리동",127.0934016,37.8065806
양주시,덕정동,서희천사어린이집,031-848-8268,어린이집,가정,11449,경기도 양주시 덕정동 538번지 서희아파트 102동 101호,"경기도 양주시 화합로1325번길 22-31 102동 101호(덕정동, 서희아파트)",127.0626225,37.8484018
양주시,은현면,서진어린이집,031-862-0272,어린이집,민간,11425,경기도 양주시 은현면 봉암리 415-12번지 (서진어린이집),경기도 양주시 은현면 봉암5길 33 (서진어린이집),127.0050988,37.9084755
양주시,고읍동,생각나무어린이집,031-846-3337,어린이집,가정,11481,경기도 양주시 고읍동 455번지 우남A. 104-101 생각나무어린이집,경기도 양주시 고읍로 36-10 우남A. 104-101 생각나무어린이집,127.0767764,37.8015256
양주시,산북동,샛별어린이집,031-824-0399,어린이집,가정,11462,경기도 양주시 산북동 1번지 양주한승 102동 105호,경기도 양주시 고덕로 108-59 102동 105호(산북동 양주한승),127.0530055,37.8098636
양주시,산북동,샘내어린이집,031-840-0174,어린이집,국공립,11497,경기도 양주시 산북동 289-3번지,경기도 양주시 평화로1257번길 23-8 (산북동),127.0439034,37.8037372
양주시,고암동,리틀솔모루어린이집,031-823-3370,어린이집,가정,11454,경기도 양주시 고암동 121-2번지 주공2단지아파트 213동 104호,"경기도 양주시 고암길 306-40 213동 104호(고암동, 주공2단지아파트)",127.0712002,37.8359709
양주시,백석읍,사랑샘어린이집,031-877-6066,어린이집,가정,11514,경기도 양주시 백석읍 복지리 292번지 동화은하수큰마을옥시죤아파트 301동 106호,"경기도 양주시 백석읍 꿈나무로 291 301동 106호(복지리, 동화은하수큰마을옥시죤아파트)",126.9838889,37.7845935
양주시,삼숭동,사랑나무어린이집,031-844-1007,어린이집,민간,11482,경기도 양주시 삼숭동 96-14번지 (사랑나무어린이집),경기도 양주시 어하고개로132번길 139 (사랑나무어린이집),127.1106136,37.8106633
양주시,광사동,뽀뽀뽀어린이집,031-821-5433,어린이집,가정,11488,경기도 양주시 광사동 313-4번지 주내신도푸른숲8차아파트 807동 106호,"경기도 양주시 부흥로 1899 807동 106호(광사동, 주내신도푸른숲8차아파트)",127.0747236,37.7925894
양주시,덕정동,봉우어린이집,031-857-1152,어린이집,민간,11456,경기도 양주시 덕정동 235번지 주공5단지 아피트 관리동,경기도 양주시 고암길 354 주공5단지 아피트 관리동,127.0664969,37.835671
양주시,백석읍,복지어린이집,031-878-7405,어린이집,민간,11512,경기도 양주시 백석읍 복지리 437-1번지,경기도 양주시 백석읍 호명로154번길 30-92,126.9855111,37.7788203
양주시,덕정동,보배어린이집,070-8200-3780,어린이집,가정,11456,경기도 양주시 덕정동 210-2번지 청담마을주공4단지아파트 411동 103호,"경기도 양주시 고암길 305-40 411동 103호(덕정동, 청담마을주공4단지아파트)",127.0684758,37.8331616
양주시,덕계동,별난어린이집,070-7557-0509,어린이집,가정,11444,경기도 양주시 덕계동 854번지 범양1단지아파트 101동 105호,"경기도 양주시 평화로 1476-20 101동 105호(덕계동, 범양1단지아파트)",127.0498517,37.8214297
양주시,백석읍,백석어린이집,031-879-2313,어린이집,국공립,11510,경기도 양주시 백석읍 오산리 550-3번지,경기도 양주시 백석읍 꿈나무로 193,126.9871842,37.7928611
양주시,백석읍,백석새암어린이집,070-7724-1825,어린이집,민간,11517,경기도 양주시 백석읍 홍죽리 461-2번지,경기도 양주시 백석읍 월암로112번길 91,126.9600108,37.8054721
양주시,광적면,민들레어린이집,031-836-8388,어린이집,가정,11420,경기도 양주시 광적면 광석리 4-16번지 희망 102동 101호,"경기도 양주시 광적면 광적로 85 102동 101호(광석리, 희망)",126.980495,37.8263254
양주시,율정동,미예뜰어린이집,031-866-3700,어린이집,민간,11475,경기도 양주시 율정동 133번지,경기도 양주시 율정로247번길 79-45,127.1054,37.8210579
양주시,남면,미소어린이집,031-866-2504,어린이집,직장,11404,경기도 양주시 남면 신산리 383번지 미소마을,경기도 양주시 남면 감악산로466번길 163-41 미소마을,126.9717334,37.9025368
양주시,백석읍,무지개어린이집,031-855-4954,어린이집,가정,11512,경기도 양주시 백석읍 복지리 370-3번지,경기도 양주시 백석읍 호명로 135-14,126.9895564,37.7811416
양주시,장흥면,새싹어린이집,031-826-4454,어린이집,민간,11523,경기도 양주시 장흥면 교현리 133-1번지 1층,경기도 양주시 장흥면 호국로 477-24 1층,126.9700807,37.7154217
양주시,덕계동,새솔어린이집,031-857-5762,어린이집,가정,11444,경기도 양주시 덕계동 424-1번지 양주금광포란재2차아파트 202동 107호,"경기도 양주시 평화로1438번길 11-12 202동 107호(덕계동, 양주금광포란재2차아파트)",127.049314,37.8190153
양주시,광사동,새롬어린이집,031-846-4661,어린이집,가정,11490,경기도 양주시 광사동 713번지 신도브레뉴 111-103,경기도 양주시 고읍남로39번길 48 신도브레뉴 111-103 (광사동),127.0779907,37.7900754
양주시,삼숭동,새로나어린이집,031-847-4578,어린이집,가정,11486,경기도 양주시 삼숭동 682-1번지 양주자이4단지아파트 402동 101호,"경기도 양주시 삼숭로38번길 91 402동 101호(삼숭동, 양주자이4단지아파트)",127.1071241,37.7974368
양주시,고읍동,새꿈쟁이어린이집,031-867-5268,어린이집,가정,11481,경기도 양주시 고읍동 94번지 현대아파트 102동 102호,"경기도 양주시 고덕로 340-12 102동 102호(고읍동, 현대아파트)",127.0767134,37.8020735
양주시,유양동,몬테소리어린이집,031-845-5676,어린이집,법인단체등,11498,경기도 양주시 유양동 434번지 유양동 434,경기도 양주시 원골로 134-10 유양동 434,127.0264006,37.7844799
양주시,백석읍,맘하나어린이집,031-855-1445,어린이집,가정,11515,경기도 양주시 백석읍 가업리 103-1번지 동화5차옥시죤아파트 507동 101호,"경기도 양주시 백석읍 꿈나무로 320 507동 101호(, 동화옥시죤5차아파트)",126.9813378,37.7813496
양주시,덕정동,새꿈어린이집,031-859-4625,어린이집,가정,11456,경기도 양주시 덕정동 235번지 봉우마을아파트 502동 102호,"경기도 양주시 고암길 354 502동 102호(덕정동, 봉우마을아파트)",127.0664969,37.835671
양주시,고읍동,숲속자연어린이집,031-821-2781,어린이집,민간,11480,경기도 양주시 고읍동 160-1번지,경기도 양주시 고덕로355번길 62-12,127.0778984,37.8060081
양주시,광적면,숲속아이들어린이집,031-829-3350,어린이집,가정,11420,경기도 양주시 광적면 광석리 4-16번지 희망A. 101 - 102,경기도 양주시 광적면 광적로 85 희망A. 101 - 102,126.980495,37.8263254
양주시,고암동,수정어린이집,031-857-4669,어린이집,민간,11453,경기도 양주시 고암동 584번지 행복한 마을 802동 1층 관리동 어린이집,경기도 양주시 고암길 172-14 행복한 마을 802동 1층 관리동 어린이집,127.0753861,37.8322996
양주시,만송동,수자인어린이집,031-838-9500,어린이집,가정,11493,경기도 양주시 만송동 696번지 은빛마을한양수자인 202동 103호,"경기도 양주시 고읍로 117-7 202동 103호(만송동, 은빛마을한양수자인)",127.0820849,37.7964947
양주시,고읍동,수목어린이집,031-842-2245,어린이집,민간,11481,경기도 양주시 고읍동 455번지 우남퍼스트빌 관리동,경기도 양주시 고읍로 36-10 우남퍼스트빌 관리동 (고읍동),127.0767764,37.8015256
양주시,백석읍,맘가득어린이집,070-4122-9578,어린이집,가정,11514,경기도 양주시 백석읍 복지리 567번지 동화옥시죤6차아파트 603동 104호,"경기도 양주시 백석읍 꿈나무로 323 603동 104호(복지리, 동화옥시죤6차아파트)",126.9825136,37.7822291
양주시,만송동,만송어린이집,031-848-3366,어린이집,국공립,11494,경기도 양주시 만송동 207-1번지 만송어린이집,경기도 양주시 고삼로 118-28 만송어린이집 (만송동),127.095919,37.7967654
양주시,장흥면,리틀푸른솔어린이집,031-826-5066,어린이집,민간,11521,경기도 양주시 장흥면 부곡리 486-3번지,경기도 양주시 장흥면 가마골로 46,126.9761486,37.7223101
양주시,백석읍,리틀천재플러스어린이집,031-876-3394,어린이집,가정,11516,경기도 양주시 백석읍 가업리 503-4번지,경기도 양주시 백석읍 양주산성로 829,126.9691596,37.792364
양주시,백석읍,리틀천재어린이집,031-877-3394,어린이집,민간,11516,경기도 양주시 백석읍 가업리 503-4번지 나동 리틀천재 어린이집,경기도 양주시 양주산성로 829 나동   리틀천재 어린이집,126.9691596,37.792364
양주시,고암동,리틀월드어린이집,031-857-3467,어린이집,민간,11457,경기도 양주시 고암동 132-2번지 리틀 월드어린이집,경기도 양주시 엄상동길 6-6 리틀 월드어린이집,127.066193,37.8311844
양주시,회정동,드림어린이집,031-866-3913,어린이집,법인단체등,11440,경기도 양주시 회정동 329-1번지,경기도 양주시 평화로 1525 (회정동),127.0511454,37.8263664
양주시,덕정동,두언예들어린이집,031-857-1212,어린이집,민간,11449,경기도 양주시 덕정동 118-1번지,경기도 양주시 화합로1327번길 57 (덕정동),127.0653211,37.847193
양주시,남면,두리어린이집,031-863-6151,어린이집,민간,11403,경기도 양주시 남면 한산리 590번지 두리어린이집,경기도 양주시 삼육사로 267-32 두리어린이집,126.9892527,37.9031415
양주시,덕정동,동화나라어린이집,031-825-9814,어린이집,가정,11456,경기도 양주시 덕정동 235번지 봉우마을아파트 516동 103호,"경기도 양주시 독바위로 63-8 516동 103호(덕정동, 봉우마을아파트)",127.0645475,37.8356396
양주시,백석읍,도담어린이집,031-877-1743,어린이집,가정,11514,경기도 양주시 백석읍 복지리 290번지 동화1차아파트 101동 101호,경기도 양주시 백석읍 꿈나무로 299 101동 101호(동화1차아파트),126.9832669,37.7844384
양주시,고암동,덕정청솔어린이집,031-858-7081,어린이집,가정,11454,경기도 양주시 고암동 121-2번지 주원A. 206-104,경기도 양주시 고암길 306-40 주원A. 206-104,127.0712002,37.8359709
양주시,덕정동,덕정영아전담어린이집,031-858-3261,어린이집,국공립,11451,경기도 양주시 덕정동 206-1번지,경기도 양주시 화합로1426번길 94 (덕정동),127.0686257,37.8380771
양주시,고암동,덕정삼성어린이집,031-857-3330,어린이집,민간,11455,경기도 양주시 고암동 122번지 주공3단지 관리동,경기도 양주시 고암길 275 주공3단지 관리동 (고암동),127.0714487,37.8345148
양주시,삼숭동,로뎀어린이집,031-827-1661,어린이집,가정,11484,경기도 양주시 삼숭동 688번지 양주자이6단지아파트 605동 101호,"경기도 양주시 삼숭로58번길 111 605동 101호(삼숭동, 양주자이6단지아파트)",127.1059183,37.8022058
양주시,고암동,라임어린이집,031-827-7776,어린이집,가정,11454,경기도 양주시 고암동 121-2번지 주원마을2차아파트 220동 102호,"경기도 양주시 고암길 306-40 220동 102호(고암동, 주원마을2차아파트)",127.0712002,37.8359709
양주시,만송동,라임나무어린이집,070-7520-1303,어린이집,가정,11493,경기도 양주시 만송동 700번지 은빛마을휴먼시아8단지아파트 803동 104호,"경기도 양주시 고읍북로 118 803동 104호(만송동, 은빛마을휴먼시아8단지아파트)",127.0866277,37.7936624
양주시,덕계동,또래어린이집,031-862-9467,어린이집,가정,11444,경기도 양주시 덕계동 424-1번지 금광포란재아파트 203동 103호,"경기도 양주시 평화로1438번길 11-12 203동 103호(덕계동, 금광포란재아파트)",127.049314,37.8190153
양주시,은현면,또래끼리어린이집,031-863-5385,어린이집,민간,11425,경기도 양주시 은현면 봉암리 184-79번지 봉암리마을회관 1층,경기도 양주시 봉암길 33 1층,127.0072047,37.9081691
양주시,은현면,덕원어린이집,031-868-9895,어린이집,민간,11430,경기도 양주시 은현면 선암리 556-3번지,경기도 양주시 은현면 화합로 912-19,127.0236604,37.8636781
양주시,덕계동,덕계어린이집,031-865-5919,어린이집,국공립,11443,경기도 양주시 덕계동 467번지,경기도 양주시 평화로1435번길 56 (덕계동),127.0453313,37.8214711
양주시,광사동,다솜이어린이집,031-842-7942,어린이집,가정,11490,경기도 양주시 광사동 712번지 한양수자인 309동 103호,경기도 양주시 고읍남로39번길 84 한양수자인 309동 103호,127.0785017,37.7880569
양주시,백석읍,누리봄어린이집,031-877-0220,어린이집,민간,11511,경기도 양주시 백석읍 방성리 578번지,경기도 양주시 백석읍 부흥로1204번길 70-65,127.0052905,37.7908868
양주시,남면,남면어린이집,031-868-5684,어린이집,국공립,11404,경기도 양주시 남면 신산리 266-11번지,경기도 양주시 남면 개나리19길 52,126.9761234,37.8992872
양주시,고암동,나슬어린이집,031-857-8159,어린이집,가정,11455,경기도 양주시 고암동 122번지 동안마을주공3단지아파트 301동 104호,"경기도 양주시 고암길 275 301동 104호(고암동, 동안마을주공3단지아파트)",127.0714487,37.8345148
양주시,덕정동,나무와새어린이집,031-865-9664,어린이집,가정,11456,경기도 양주시 덕정동 235번지 주공5단지아파트 501동 101호,"경기도 양주시 고암길 354 501동 101호(덕정동, 주공5단지아파트)",127.0664969,37.835671
양주시,만송동,꿈별어린이집,031-848-8558,어린이집,민간,11493,경기도 양주시 만송동 696번지 한양수자인2단지 꽃피는어린이집,경기도 양주시 고읍로 117  -11 꽃피는어린이집(한양수자인 2단지 관리동),127.0842816,37.7952751
양주시,고암동,꿈마을어린이집,031-838-3877,어린이집,가정,11455,경기도 양주시 고암동 583번지 주공7단지 하늘빛마을 702-102,경기도 양주시 고암길 223 주공7단지 하늘빛마을 702-102,127.0728653,37.8333247
양주시,회정동,꿈나무어린이집,031-858-4313,어린이집,민간,11435,경기도 양주시 회정동 189-2번지,경기도 양주시 평화로1645번길 13-4 (회정동),127.0537468,37.8361604
양주시,삼숭동,꿈꾸는어린이집,031-822-9423,어린이집,가정,11484,경기도 양주시 삼숭동 689번지 양주자이7단지아파트 703동 101호,"경기도 양주시 삼숭로58번길 141 703동 101호(삼숭동, 양주자이7단지아파트)",127.1035772,37.8040422
양주시,광사동,꼬망어린이집,031-825-8965,어린이집,가정,11489,경기도 양주시 광사동 131-4번지 대방아파트 101동 101호,"경기도 양주시 부흥로 1898-4 101동 101호(광사동, 대방아파트)",127.0756174,37.7917636
