시군명,시설명,전화번호,지정일자,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84경도,WGS84위도
고양시,샛별소아청소년과의원,031-938-0191,2013-02-26,10503,경기도 고양시 덕양구 화정동 1000-3번지 네이버타운 304호,경기도 고양시 덕양구 백양로 51,126.8331243,37.6302427
안양시,서내과의원,031-388-1023,2010-01-01,14099,경기도 안양시 동안구 호계동 1058번지 호계동 1058 교육연구시설 (김영식) 평촌트 트윈플라자 401호,경기도 안양시 동안구 평촌대로 141,126.9586985,37.3845299
남양주시,서봉수내과의원,031-575-8778,2016-06-23,12097,경기도 남양주시 별내동 826번지 3층 302호,경기도 남양주시 별내3로 340,127.1165977,37.6676102
파주시,서울365소아청소년과의원,031-948-6405,2010-10-26,10895,경기도 파주시 와동동 1303-1번지 운정메디컬프라자 3층 302호,경기도 파주시 미래로 610,126.7513761,37.7315362
광명시,서울가정의원,02-2614-2577,2014-07-01,14294,경기도 광명시 광명동 259-25번지 수동빌딩 2층,경기도 광명시 광명로831번길 33,126.8480157,37.4743478
안양시,서울가정의원,031-423-7582,2010-10-29,13943,경기도 안양시 동안구 관양동 1510-1번지 인덕원마을삼성아파트 상가 3층 302호,,126.979222,37.3983843
성남시,서울가정의원,031-744-7582,2012-03-13,13144,경기도 성남시 수정구 단대동 97-1,경기도 성남시 수정구 산성대로 435,127.159067,37.450749
하남시,서울가정의원,031-794-7575,2010-11-01,12954,경기도 하남시 창우동 520번지 은행아파트 상가 2층 203호,,127.2224194,37.5385671
부천시,서울가정의원,032-679-7081,2009-02-17,14455,경기도 부천시 내동 314-6번지 대창스페이스빌 314,경기도 부천시 부천로 396,126.7849843,37.5193611
안산시,서울가정의학과의원,031-401-1275,2013-03-01,15330,경기도 안산시 단원구 와동 830-4 201호,경기도 안산시 단원구 화정로 95,126.8221847,37.3329252
수원시,서울가정의학과의원,031-416-1275,2014-04-24,16376,경기도 수원시 권선구 당수동 261-13번지,경기도 수원시 권선구 당진로31번길 15,126.9396261,37.2917074
안양시,서울가정의학과의원,031-452-0016,2010-10-29,14114,경기도 안양시 동안구 호계동 943번지 2층,경기도 안양시 동안구 경수대로609번길 9,126.9551694,37.3765275
가평군,서울가정의학과의원,031-581-7558,2010-10-28,12418,경기도 가평군 가평읍 읍내리 470-6번지 470-6,경기도 가평군 가평읍 가화로 121,127.5131852,37.8304523
성남시,서울가정의학과의원,031-705-3395,2009-02-20,13499,경기도 성남시 분당구 야탑동 334번지 장미마을 근린상가 1202호,경기도 성남시 분당구 장미로 101,127.1299289,37.4155006
의정부시,서울가정의학과의원,031-852-0151,2009-04-30,11808,경기도 의정부시 민락동 700-3번지 한영빌딩 3층,경기도 의정부시 용현로 158,127.0933149,37.7403199
고양시,서울가정의학과의원,031-902-1277,2016-06-11,10403,"경기도 고양시 일산동구 장항동 855번지 장항동이스턴시티 306,306-1호",경기도 고양시 일산동구 정발산로 38,126.7731153,37.6566476
파주시,서울가정의학과의원,031-937-8275,2014-01-02,10812,경기도 파주시 문산읍 선유리 420-1번지 선유프라자 2층 서울가정의학과의원,경기도 파주시 문산읍 독서울1길 14,126.8041975,37.8656077
부천시,서울가정의학과의원,032-345-4154,2010-03-15,14670,경기도 부천시 역곡동 111-10,경기도 부천시 부일로749번길 4,126.8129848,37.4865412
평택시,서울강남내과의원,031-647-6771,2016-06-01,17854,경기도 평택시 비전동 1091-4번지,경기도 평택시 비전5로 11,127.1125852,37.0000496
용인시,서울꾸러기의원,031-276-9799,2016-07-12,16873,경기도 용인시 수지구 죽전동 451-5번지 죽전빌딩 201호,경기도 용인시 수지구 대지로 20,127.1122688,37.3269307
광명시,서울내과의원,02-2689-8977,2014-04-14,14291,경기도 광명시 광명동 342-12번지 2층,경기도 광명시 광명로 831,126.8513747,37.4735953
화성시,서울내과의원,031-222-7506,2009-02-17,18405,"경기도 화성시 병점동 844-7번지 상록프라자 405,406호",경기도 화성시 효행로 1072,127.0442849,37.2148591
수원시,서울내과의원,031-258-8275,2016-07-04,16311,경기도 수원시 장안구 정자동 36-17,경기도 수원시 장안구 영화로 106,127.0047541,37.2955987
용인시,서울내과의원,031-333-2237,2011-03-30,17027,경기도 용인시 처인구 포곡읍 둔전리 379-3번지 태성빌딩 3층,경기도 용인시 처인구 포곡읍 포곡로 97-4,127.2160655,37.2691869
안산시,서울내과의원,031-417-7582,2016-06-28,15532,경기도 안산시 상록구 본오동 874-6번지 대동빌딩 402호,경기도 안산시 상록구 상록수로 54,126.8659085,37.3021239
남양주시,서울내과의원,031-511-5010,2010-11-08,12169,경기도 남양주시 화도읍 묵현리 406-1번지 해성빌딩 2층,경기도 남양주시 화도읍 먹갓로27번길 1,127.2743512,37.6564149
이천시,서울내과의원,031-631-1588,2016-06-10,17374,경기도 이천시 중리동 218-2번지 하나빌딩 3층,경기도 이천시 이섭대천로 1203,127.4463787,37.2777476
양주시,서울내과의원,031-859-0400,2009-02-25,11456,경기도 양주시 덕정동 208번지 금강프라자 301호,경기도 양주시 회정로 114,127.0658734,37.8371447
이천시,서울드림소아청소년과의원,031-638-4090,2015-04-08,17374,경기도 이천시 중리동 213번지 이천라온팰리스 3층301호~311호,경기도 이천시 중리천로 76,127.4456832,37.2783539
광주시,서울드림소아청소년과의원,031-726-0210,2015-06-04,12771,경기도 광주시 오포읍 신현리 676-6번지 서울드림소아청소년과의원,경기도 광주시 오포읍 머루숯길 8,127.1554372,37.360617
안양시,서울미래소아청소년과의원,031-426-9010,2015-09-01,14064,경기도 안양시 동안구 평촌동 138-1번지 서울안과빌딩 2층,경기도 안양시 동안구 흥안대로 378,126.9732856,37.3881655
수원시,서울미래의원,031-241-0125,2016-07-08,16482,경기도 수원시 팔달구 인계동 953-4번지,경기도 수원시 팔달구 경수대로 557,127.029559,37.275683
안양시,서울베스트의원,031-381-9400,2015-07-07,14100,경기도 안양시 동안구 호계동 1055-1번지 무궁화아파트상가 3층301호,,126.9555849,37.3800867
평택시,서울베스트의원,031-692-2790,2016-06-16,17909,경기도 평택시 평택동 292-6번지 강림빌딩 302호,경기도 평택시 중앙2로 25,127.0898149,36.9916885
화성시,서울사랑내과의원,031-236-6282,2015-06-17,18412,경기도 화성시 병점동 871번지 효성해링턴플레이스 107동202호,경기도 화성시 떡전골로 60,127.0370474,37.2046076
용인시,서울산부인과의원,031-321-3311,2016-06-03,17052,경기도 용인시 처인구 김량장동 254-370번지 대흥빌딩 2층 서울산부인과의원,경기도 용인시 처인구 금령로71번길 16,127.2038464,37.2360504
광주시,서울산부인과의원,031-798-0300,2012-01-11,12759,경기도 광주시 역동 8-20번지 종합메디칼센터 5층,경기도 광주시 중앙로 95-3,127.2585089,37.4079223
화성시,서울삼성내과의원,031-231-0055,2009-02-17,18414,경기도 화성시 병점동 316번지 삼성프라자 2층,경기도 화성시 병점2로 38,127.0408895,37.2063815
구리시,서울삼성내과의원,031-551-7575,2016-06-22,11948,경기도 구리시 수택동 874-2번지 미림프라자 401호,경기도 구리시 장자대로 78,127.1391192,37.5872015
용인시,서울삼성내과의원,031-889-7090,2010-11-01,16898,경기도 용인시 기흥구 보정동 1265-1번지 타워시티 301호,경기도 용인시 기흥구 죽전로 46,127.1138272,37.3201806
수원시,서울삼성내과의원,031-892-8275,2013-02-21,16357,경기도 수원시 장안구 율전동 155-5번지 2층 서울삼성내과의원,경기도 수원시 장안구 덕영대로407번길 34-22,126.9685029,37.3028469
파주시,서울삼성내과의원,031-949-9475,2009-02-27,10874,경기도 파주시 동패동 1695-2번지 센타프라자 501호,경기도 파주시 청석로 272,126.7177401,37.7259818
이천시,서울삼성연합외과의원,031-637-3119,2012-03-06,17374,경기도 이천시 중리동 213번지 이천라온팰리스상가 401호,경기도 이천시 중리천로 76,127.4456832,37.2783539
수원시,서울삼성의원,031-214-3456,2009-03-05,16525,경기도 수원시 영통구 매탄동 102-3번지 영주빌딩 3층,경기도 수원시 영통구 동수원로 520,127.0475299,37.2729294
용인시,서울삼성의원,031-338-7582,2010-10-26,17158,경기도 용인시 처인구 양지면 양지리 573-5번지 양지면 양지리 573-5,경기도 용인시 처인구 양지면 양지로 140,127.2837615,37.234356
김포시,서울삼성의원,031-996-8861,2013-11-07,10101,경기도 김포시 북변동 690번지 산호종합상가 308호,경기도 김포시 봉화로182번길 42,126.7047452,37.6286006
용인시,서울새로운내과의원,031-275-2255,2010-11-01,16921,"경기도 용인시 기흥구 마북동 524-17번지 팬아시아빌딩 403,404호",경기도 용인시 기흥구 용구대로2394번길 10,127.1080451,37.2998228
용인시,서울성모내과의원,031-284-7198,2012-07-13,17064,경기도 용인시 기흥구 신갈동 62-1번지 신갈우체국 3층,경기도 용인시 기흥구 신갈로58번길 16-1,127.1076007,37.2721257
부천시,서울성모내과의원,032-351-5800,2016-06-16,14782,경기도 부천시 범박동 155-2번지 현대리치모아 309호,경기도 부천시 범안로 117,126.809587,37.4712098
파주시,서울성모의원,031-947-5275,2015-04-15,10884,경기도 파주시 문발동 561-1번지 진원빌딩 503호,경기도 파주시 숲속노을로 275,126.7107681,37.7249557
화성시,서울성모이비인후과의원,031-239-5075,2010-11-03,18413,경기도 화성시 병점동 431-3번지 두산탑플라자 302호,경기도 화성시 병점서로 33,127.0397287,37.2053817
구리시,서울성이비인후과의원,031-557-5075,2016-06-22,11948,경기도 구리시 수택동 874-2번지 874-2,경기도 구리시 장자대로 78,127.1391192,37.5872015
화성시,서울소망이비인후과의원,031-372-7119,2015-10-28,18476,경기도 화성시 청계동 535-1번지 포트센트럴시티 403호,경기도 화성시 동탄대로시범길 146,127.1131334,37.2003173
안양시,서울소아과의원,031-381-5275,2010-10-29,14043,경기도 안양시 동안구 비산동 1101-2번지 샛별한양스포츠센타 216호,경기도 안양시 동안구 달안로 61,126.9489003,37.3964462
수원시,이든소아청소년과의원,031-214-7553,2013-03-04,16527,경기도 수원시 영통구 매탄동 1209번지 매탄e편한세상 211동201-203호,경기도 수원시 영통구 매봉로 20,127.0534469,37.2696023
성남시,이든소아청소년과의원,031-754-7557,2016-01-18,13426,"경기도 성남시 중원구 도촌동 567번지 세일프라자 202호,203-1호",경기도 성남시 중원구 도촌남로 33,127.1510958,37.4145029
용인시,이레소아청소년과의원,031-276-8600,2015-03-17,16811,경기도 용인시 수지구 신봉동 969번지 동광프라자 202호 이레소아청소년과의원,경기도 용인시 수지구 신봉1로 165,127.0683345,37.3280894
남양주시,이룸이비인후과의원,031-571-5075,2015-04-02,12066,경기도 남양주시 진접읍 금곡리 1081-3번지 이룸이비인후과의원,경기도 남양주시 진접읍 해밀예당1로 30,127.1864229,37.7117144
남양주시,이룸주니어소아청소년과의원,031-571-7119,2015-03-24,12066,경기도 남양주시 진접읍 금곡리 1081-3번지 이룸주니어소아청소년과의원,경기도 남양주시 진접읍 해밀예당1로 30,127.1864229,37.7117144
성남시,이메디의원,031-756-9988,2012-01-04,13301,경기도 성남시 수정구 태평동 3798번지,경기도 성남시 수정구 남문로 66,127.1341275,37.4458328
남양주시,이명기내과의원,031-572-0990,2010-11-01,12013,경기도 남양주시 진접읍 장현리 637번지 대명상가 2층,경기도 남양주시 진접읍 장현로 78,127.1816158,37.7170735
구리시,이명희산부인과의원,031-552-1072,2016-06-17,11921,경기도 구리시 인창동 672-2번지 세신인창종합상가 505호,경기도 구리시 건원대로34번길 27,127.1415068,37.6047588
부천시,이박산부인과의원,032-323-3111,2016-06-17,14538,경기도 부천시 중동 1035-3번지,경기도 부천시 길주로 237,126.7689229,37.5045001
시흥시,이배진내과의원,031-317-8375,2010-10-30,15002,경기도 시흥시 장곡동 817-3번지 형제빌딩 3층,경기도 시흥시 장곡로37번길 16,126.7843552,37.3780021
성남시,이병열소아청소년과의원,031-755-5585,2015-01-20,13290,경기도 성남시 수정구 태평동 7288-14번지 평안빌딩 2층,경기도 성남시 수정구 수정로 179-1,127.1397623,37.4434928
안산시,이산부인과의원,031-410-8792,2016-06-16,15239,경기도 안산시 단원구 선부동 1076-5번지 선부3동 1076-5,경기도 안산시 단원구 선부광장1로 72,126.8122142,37.3356666
평택시,이상대산부인과의원,031-652-7489,2016-06-13,17910,경기도 평택시 평택동 39-6번지,경기도 평택시 평택2로 23,127.0888397,36.9934643
성남시,이상일이비인후과의원,031-757-5611,2009-02-19,13338,경기도 성남시 수정구 신흥동 5505번지 신흥1동 5505,경기도 성남시 수정구 수정로 188,127.1406772,37.4432755
남양주시,이상훈이비인후과의원,031-573-2444,2016-06-02,12136,경기도 남양주시 진건읍 용정리 781-4번지 용정리 781-4 대흥빌딩 2층 이상훈 이비인후과의원,경기도 남양주시 진건읍 사릉로 408-1,127.1788415,37.656551
안성시,이선경산부인과의원,031-675-2251,2016-06-16,17580,경기도 안성시 대천동 112-1번지 116,경기도 안성시 중앙로379번길 29,127.269065,37.0088575
평택시,이선미산부인과의원,031-658-5591,2016-06-03,17911,경기도 평택시 평택동 69-6번지 69-6,경기도 평택시 중앙로 20,127.0853364,36.9949355
안산시,이선희산부인과의원,031-413-3030,2016-06-17,15360,경기도 안산시 단원구 고잔동 535-4번지 535-4 보배프라자 3층,경기도 안산시 단원구 예술대학로 9,126.8364695,37.3177279
평택시,이성미베스트의원,031-656-7529,2016-06-08,17899,경기도 평택시 비전동 761번지 동아빌딩 2층,경기도 평택시 평택4로 52,127.1011949,36.9923554
고양시,이소아과의원,031-975-3177,2010-10-27,10337,경기도 고양시 일산동구 중산동 1562번지 솔샘프라자 3층,경기도 고양시 일산동구 탄중로 316,126.7801231,37.6931231
부천시,이소아과의원,032-673-2326,2010-03-15,14414,경기도 부천시 원종동 299-2번지 금홍빌딩 205,경기도 부천시 성지로101번길 38,126.8092026,37.5281609
용인시,이소아청소년과의원,031-335-5944,2010-10-26,17052,경기도 용인시 처인구 김량장동 133-62,경기도 용인시 처인구 금령로 91,127.206234,37.2354967
구리시,이소아청소년과의원,031-558-0075,2016-07-05,11948,경기도 구리시 수택동 874번지 새롬프라자8차 405호,경기도 구리시 장자대로 74,127.1387003,37.587202
성남시,이소아청소년과의원,031-753-3918,2010-11-01,13305,경기도 성남시 수정구 태평동 3679-1번지 태평3동 3679-1 3층,경기도 성남시 수정구 수정로 115,127.1329335,37.4415273
군포시,이소영소아과의원,031-398-8425,2010-11-01,15818,경기도 군포시 산본동 1097-1번지 1097-1 산본사이버텔 203A호,경기도 군포시 산본로 378,126.9305348,37.364054
파주시,이수동소아청소년과의원,031-957-1869,2010-10-28,10874,"경기도 파주시 동패동 1698번지 동문굿모닝힐10블럭상가 301,302호",경기도 파주시 책향기로 439,126.7208826,37.7258452
부천시,이수용소아청소년과의원,032-668-1782,2010-03-15,14615,경기도 부천시 심곡동 326번지 2층,경기도 부천시 장말로 294,126.7746294,37.4911946
화성시,이수의원,031-235-5725,2011-01-18,18360,경기도 화성시 안녕동 10-56번지 10-56,경기도 화성시 용주로 9,127.0157575,37.2053326
수원시,이승규내과의원,031-213-5995,2009-02-18,16545,경기도 수원시 영통구 매탄동 1266-2번지 삼성프라자 202호,경기도 수원시 영통구 매탄로108번길 48,127.0452788,37.259577
평택시,이승균이비인후과의원,031-681-3347,2009-03-26,17936,경기도 평택시 안중읍 안중리 292-17번지 안중리 292-17,경기도 평택시 안중읍 안중로 130-2,126.9308245,36.9885717
용인시,이승복내과의원,031-272-0082,2012-11-01,16930,경기도 용인시 수지구 상현동 259번지 한길프라자 301호,경기도 용인시 수지구 만현로 103,127.0854168,37.3072922
김포시,삼성편한내과의원,031-984-8575,2009-02-27,10116,경기도 김포시 풍무동 107-7번지 풍무프라자 303호,경기도 김포시 풍무로 105,126.7217476,37.6048567
시흥시,삼성필의원,031-316-7800,2012-09-27,14908,경기도 시흥시 대야동 568-2번지,경기도 시흥시 복지로 96,126.7917709,37.4471857
구리시,삼성훈내과의원,031-523-3353,2016-06-15,11940,경기도 구리시 수택동 847-7번지 씨앤씨빌딩 302호,경기도 구리시 체육관로80번길 9,127.1385389,37.5918422
고양시,삼송늘푸른소아청소년과의원,02-371-3004,2014-10-30,10589,경기도 고양시 덕양구 삼송동 327번지 신성프라자 301호,경기도 고양시 덕양구 삼송로 94-22,126.8840819,37.6503246
고양시,삼송상쾌한이비인후과의원,02-381-9136,2014-04-10,10571,"경기도 고양시 덕양구 신원동 626번지 4층1,2호",경기도 고양시 덕양구 권율대로 886,126.8895589,37.6626912
용인시,삼정가정의원,031-339-3050,2009-03-12,17149,경기도 용인시 처인구 고림동 264-3번지 이튼프라자 314호,경기도 용인시 처인구 한터로152번길 2,127.2272322,37.2481633
부천시,상동서울가정의학과의원,032-328-4646,2010-03-15,14589,경기도 부천시 상동 559-4번지 서울프라자 2층,경기도 부천시 조마루로 103,126.7552405,37.5004447
부천시,상동세란가정의학과의원,032-325-5325,2010-01-15,14597,경기도 부천시 상동 397번지 반달종합상가 210호,경기도 부천시 상일로 71,126.7523632,37.4917351
부천시,상동아산정형외과의원,032-327-5916,2016-06-17,14543,"경기도 부천시 상동 534-1번지 302호,303호",경기도 부천시 상동로 113,126.7530345,37.5074678
부천시,상동연세내과의원,032-323-7975,2016-06-17,14542,경기도 부천시 상동 535-1번지 뱅뱅프라자 304호,경기도 부천시 송내대로265번길 85,126.7539057,37.5073615
안산시,상록우리들소아청소년과의원,031-407-9797,2010-10-29,15537,경기도 안산시 상록구 본오동 873-8번지 873-8,경기도 안산시 상록구 본삼로 49,126.8654368,37.3010061
과천시,상쾌한이비인후과의원,02-502-7200,2014-02-24,13837,경기도 과천시 별양동 1-8번지 골든타워 202호,경기도 과천시 별양상가1로 30,126.9932786,37.4282186
성남시,의료법인메디피아제3의원,031-701-8048,2016-06-20,13589,경기도 성남시 분당구 서현동 94-2번지 94-2,경기도 성남시 분당구 중앙공원로40번길 32,127.132012,37.3786471
성남시,의료법인메디피아제7의원,031-701-7333,2016-06-20,13589,경기도 성남시 분당구 서현동 94-2번지 94-2,경기도 성남시 분당구 중앙공원로40번길 32,127.132012,37.3786471
고양시,의료법인명지의료재단명지병원,031-810-5133,2013-02-27,10475,경기도 고양시 덕양구 화정동 697-1번지,경기도 고양시 덕양구 화수로14번길 55,126.8303207,37.6424107
평택시,의료법인박애의료재단박애병원,031-652-2121,2009-02-17,17909,경기도 평택시 평택동 41-2번지,경기도 평택시 평택2로20번길 3,127.0889515,36.9930497
평택시,의료법인백송의료재단 굿모닝병원,031-659-7700,2009-02-11,17874,경기도 평택시 합정동 883번지,경기도 평택시 중앙로 338,127.1204683,36.9905537
오산시,의료법인분도의료재단성모의원,031-373-5454,2011-12-16,18136,경기도 오산시 오산동 872-2번지,경기도 오산시 성호대로 73,127.069362,37.1492248
화성시,의료법인상운의료재단동탄제일병원,031-8015-9999,2012-11-15,18450,"경기도 화성시 삼성1로 144-16, (석우동)",,,
안산시,의료법인서전의료재단한사랑병원,031-501-7777,2014-02-10,15494,경기도 안산시 상록구 이동 714-6번지,경기도 안산시 상록구 광덕1로 345,126.8483821,37.3070039
부천시,의료법인석경의료재단중동연세병원,032-324-8675,2016-06-21,14534,"경기도 부천시 중동 1079-3번지 201호,301호,401호,502호,504호",경기도 부천시 길주로 319,126.7781098,37.5032926
의정부시,의료법인성베드로병원,031-822-0085,2016-06-22,11686,경기도 의정부시 의정부동 228-22번지,경기도 의정부시 평화로 622,127.0457143,37.7474013
성남시,의료법인성심의료재단성남성심연합영상의원,031-732-3300,2016-06-17,13225,경기도 성남시 중원구 상대원동 1974-2번지 2층,경기도 성남시 중원구 둔촌대로 387,127.1600369,37.4335836
평택시,의료법인양진의료재단 성세병원,031-657-1451,2009-02-13,17904,경기도 평택시 합정동 774-1번지,경기도 평택시 조개터로42번길 61,127.106146,36.9903328
의정부시,의료법인영동의료재단의정부백병원,031-856-8111,2016-06-21,11778,경기도 의정부시 신곡동 519-11번지,경기도 의정부시 금신로 322,127.0620966,37.7451238
김포시,의료법인우리의료재단김포우리병원,031-999-1000,2009-03-26,10099,경기도 김포시 걸포동 389-15번지,경기도 김포시 감암로 11,126.7107131,37.6320212
구리시,의료법인운양의료재단구리장스여성의원,031-550-3105,2016-06-21,11940,경기도 구리시 수택동 853번지,경기도 구리시 체육관로74번길 80,127.1435645,37.5909534
부천시,의료법인운천의료재단메디홀스의원,032-343-4114,2009-03-13,14677,경기도 부천시 괴안동 188-13번지,경기도 부천시 경인로 567,126.8176305,37.4870712
화성시,의료법인은혜와감사의료재단향남백병원,031-8059-1144,2009-04-07,18591,경기도 화성시 향남읍 행정리 474-6번지 태성프라자 501호,경기도 화성시 향남읍 발안로 107,126.9222713,37.1316726
화성시,의료법인은혜와감사의료재단화성중앙종합병원,031-371-8057,2009-02-18,18592,경기도 화성시 향남읍 평리 74-1번지 74-1번지,경기도 화성시 향남읍 발안로 5,126.9107366,37.1312767
김포시,의료법인인봉의료재단뉴고려병원,031-980-9114,2013-02-01,10086,경기도 김포시 장기동 1764번지,경기도 김포시 김포한강3로 283,126.6599994,37.6407953
포천시,의료법인일심의료재단우리병원,031-542-0222,2016-05-31,11174,경기도 포천시 소흘읍 송우리 116-11번지,경기도 포천시 소흘읍 호국로 661,127.1479989,37.827369
고양시,의료법인자인의료재단자인메디병원,031-930-3131,2016-07-12,10518,"경기도 고양시 덕양구 행신동 995번지 지하1,1-10층",경기도 고양시 덕양구 중앙로 555,126.8354516,37.6229932
안산시,의료법인칠석의료재단사랑의병원,031-439-3000,2010-01-01,15291,경기도 안산시 상록구 성포동 593-4번지,경기도 안산시 상록구 예술광장로 69,126.8447421,37.3269206
남양주시,의료법인혜수의료재단베리굿병원,031-567-8585,2016-04-25,12102,"경기도 남양주시 별내동 1097-5번지 지앤프라자 3~6층, 7층 701호 3~7층",경기도 남양주시 별내5로5번길 5,127.1130692,37.6498284
성남시,서지영소아청소년과의원,031-711-3623,2009-05-29,13633,경기도 성남시 분당구 구미동 112번지 주공6단지 상가 201호,경기도 성남시 분당구 미금일로 57,127.1141914,37.3453367
의정부시,서지영소아청소년과의원,031-853-9555,2014-10-15,11813,"경기도 의정부시 민락동 843-3번지 송림프라자 301,302호",경기도 의정부시 오목로 215,127.099051,37.7454958
광명시,석광가정의원,02-894-5743,2009-02-17,14314,경기도 광명시 소하동 36-2번지 AH빌딩 3층,경기도 광명시 금하로 525,126.890263,37.451213
광명시,석소아청소년과의원,02-2683-7100,2009-09-02,14236,경기도 광명시 철산동 245-7번지 광명빌딩 201호,경기도 광명시 철산로 21,126.8682589,37.47649
안양시,석수연합의원,031-474-7575,2012-01-13,13907,경기도 안양시 만안구 석수동 374-7번지 2층,경기도 안양시 만안구 경수대로 1426,126.9037913,37.4336555
수원시,선내과의원,031-242-8275,2012-01-05,16298,경기도 수원시 장안구 송죽동 200-8,경기도 수원시 장안구 경수대로976번길 27,127.0042016,37.3057622
성남시,선내과의원,031-716-9759,2010-11-17,13627,경기도 성남시 분당구 구미동 25-1번지 엘레강스프라자 303호,경기도 성남시 분당구 돌마로 86,127.1112408,37.3496193
포천시,선단경희의원,031-541-3781,2016-06-17,11161,경기도 포천시 선단동 498-1번지 3층,경기도 포천시 호국로 959,127.1633389,37.8510618
안산시,선부고려소아과의원,031-439-4378,2013-03-01,15222,경기도 안산시 단원구 선부동 1037번지 2층,경기도 안산시 단원구 석수로5길 13,126.8061583,37.3429189
안산시,선부연세내과의원,031-410-5080,2013-03-01,15217,경기도 안산시 단원구 선부동 1087-1번지 대흥빌딩 302호,경기도 안산시 단원구 선부로 185,126.815663,37.3418892
안산시,선부한빛의원,031-480-0206,2016-06-17,15217,경기도 안산시 단원구 선부동 1090번지 2층,경기도 안산시 단원구 달미로 84,126.8153551,37.3431681
포천시,선우내과의원,031-542-6642,2012-01-12,11179,경기도 포천시 소흘읍 송우리 141-11번지 용빌딩 2층,경기도 포천시 소흘읍 솔모루로 66-4,127.1455912,37.8275341
성남시,선우이비인후과의원,031-717-2010,2012-05-17,13627,경기도 성남시 분당구 구미동 25-2번지 엘레강스 305호,경기도 성남시 분당구 돌마로90번길 4,127.1116584,37.3496459
고양시,선이비인후과의원,031-922-7530,2015-01-16,10241,"경기도 고양시 일산서구 탄현동 139-32번지 휴먼코아 204,205호",경기도 고양시 일산서구 일현로 123,126.7653459,37.6978513
김포시,선이비인후과의원,031-982-1275,2012-02-14,10116,경기도 김포시 풍무동 107-7번지 풍무프라자 203호,경기도 김포시 풍무로 105,126.7217476,37.6048567
시흥시,선재의원,031-497-5155,2014-09-22,15027,경기도 시흥시 정왕동 1873-3번지 월드크리닉 101호,경기도 시흥시 옥구천동로 404,126.7311661,37.3560514
안양시,선진병원(요양병원),031-442-6655,2010-10-30,14006,경기도 안양시 만안구 안양동 695-207번지,경기도 안양시 만안구 안양로 325-1,126.9191719,37.4005825
성남시,선한이웃가정의원,031-734-7587,2009-03-31,13199,경기도 성남시 중원구 금광동 656번지 금광1동 656번지 2층,경기도 성남시 중원구 금상로 77,127.1637039,37.4417508
가평군,설악의원,031-585-8575,2010-10-28,12465,경기도 가평군 설악면 신천리 121-2번지 121-2,경기도 가평군 설악면 한서로 9,127.4948884,37.6765855
광명시,설이비인후과의원,02-2688-3573,2009-09-16,14263,경기도 광명시 광명동 158-379번지 화촌빌딩 3층,경기도 광명시 오리로 949,126.8575156,37.4782072
성남시,성남가정의원,031-733-5940,2009-02-20,13234,경기도 성남시 중원구 상대원동 289번지 상대원3동 289,경기도 성남시 중원구 금상로 120-1,127.1682363,37.4422491
성남시,성남동산의원,031-721-4311,2009-02-19,13360,경기도 성남시 중원구 성남동 2610번지 성은빌딩 3층,경기도 성남시 중원구 광명로 124,127.1422128,37.4364982
성남시,성남복음의원,031-721-7575,2016-06-22,13289,경기도 성남시 수정구 태평동 3307-14번지 성남복음의원,경기도 성남시 수정구 남문로112번길 4,127.1388988,37.4471339
성남시,성남중앙병원,031-799-5300,2010-03-31,13161,경기도 성남시 중원구 금광동 3956번지,경기도 성남시 중원구 산성대로476번길 12,127.1620434,37.4527182
안성시,성모가정의원,031-654-7511,2010-10-27,17564,경기도 안성시 공도읍 진사리 20-29번지 광동아이비타운 B동 202호,경기도 안성시 공도읍 진사길 23,127.1389156,36.992165
수원시,성모가정의학과의원,031-296-7582,2010-10-30,16392,경기도 수원시 권선구 금곡동 77-15번지 2층,경기도 수원시 권선구 서수원로 593,126.9549273,37.2778478
성남시,성모가정의학과의원,031-748-1482,2009-10-27,13206,경기도 성남시 중원구 상대원동 179번지 궁전상가 2층 2호,경기도 성남시 중원구 순환로 188,127.179464,37.4402957
부천시,성모권내과의원,032-613-7890,2009-07-09,14613,경기도 부천시 중동 1289번지 펠리스카운티아파트상가 아이파크동 404호,,126.7682269,37.4883799
광명시,성모길내과의원,02-2060-5069,2009-02-17,14220,경기도 광명시 광명동 158-48번지 2층,경기도 광명시 광이로13번길 19,126.8560082,37.4801244
화성시,성모내과의원,031-298-7434,2009-03-24,18302,경기도 화성시 봉담읍 동화리 599-4번지 웅신아트프라자 401~403호,경기도 화성시 봉담읍 동화길 91,126.9587855,37.216489
부천시,성모내과의원,032-683-1606,2009-02-16,14416,경기도 부천시 고강동 321번지 고강1동,경기도 부천시 원종로119번길 90,126.8136601,37.528078
수원시,성모다인병원,031-8014-1312,2016-06-15,16689,"경기도 수원시 영통구 망포동 322-3번지 골든스퀘어 2,3,4,5,6층",경기도 수원시 영통구 영통로 195,127.0559213,37.2450481
포천시,성모베스트이비인후과의원,031-544-8475,2016-03-07,11178,경기도 포천시 소흘읍 송우리 146-1번지 6층,경기도 포천시 소흘읍 솔모루로 55,127.1446139,37.827256
남양주시,성모별빛소아청소년과의원,031-529-7539,2012-08-29,12102,경기도 남양주시 별내동 1097-6번지 301호 성모별빛소아청소년과의원,경기도 남양주시 별내5로5번길 3,127.113375,37.649747
